AniLifeNumber,Month,mdpMonthlyMilkYield_Liters
FR 4404288423,2022-12,1484.563106
FR 4404288424,2022-12,0.000000
FR 4404288425,2022-12,692.427184
FR 4404288426,2022-12,1020.970873
FR 4404288428,2022-12,931.262135
FR 4404288429,2022-12,0.000000
FR 4404288430,2022-12,399.417475
FR 4404288431,2022-12,766.310679
FR 4404288432,2022-12,865.242718
FR 4404288433,2022-12,1023.495145
FR 4404288434,2022-12,966.601941
FR 4404288435,2022-12,10.970873
FR 4404288436,2022-12,1043.883495
FR 4404288437,2022-12,500.194174
FR 4404288438,2022-12,703.689320
FR 4404288439,2022-12,873.689320
FR 4404288440,2022-12,824.660194
FR 4404288441,2022-12,1168.155339
FR 4404288442,2022-12,748.834951
FR 4404288443,2022-12,1126.893203
FR 4404288445,2022-12,270.873786
FR 4404288448,2022-12,1003.009708
FR 4404288450,2022-12,1141.262135
FR 4404288451,2022-12,1071.359223
FR 4404288454,2022-12,1230.679611
FR 4404288455,2022-12,845.728155
FR 4404288456,2022-12,1108.834951
FR 4404288458,2022-12,938.640776
FR 4404288459,2022-12,1122.038834
FR 4404288460,2022-12,1002.427184
FR 4404288461,2022-12,997.281553
FR 4404288462,2022-12,1239.611650
FR 4404288463,2022-12,690.873786
FR 4404288466,2022-12,1154.174757
FR 4404288467,2022-12,1126.796116
FR 4404288468,2022-12,937.572815
FR 4404288469,2022-12,939.126213
FR 4404288470,2022-12,1021.941747
FR 4404288471,2022-12,1209.223300
FR 4404288475,2022-12,618.349514
FR 4404288477,2022-12,74.466019
FR 4404288479,2022-12,1067.961165
FR 4404658920,2022-12,0.000000
FR 4404658982,2022-12,661.747572
FR 4404659023,2022-12,762.912621
FR 4954409802,2022-12,793.689320
FR 4954409906,2022-12,1408.543689
FR 4954409920,2022-12,899.126213
FR 4954409921,2022-12,1740.776699
FR 4401572218,2023-01,888.640776
FR 4401572219,2023-01,1126.699029
FR 4401572222,2023-01,1091.165048
FR 4401572223,2023-01,923.980582
FR 4404283104,2023-01,1155.631067
FR 4404288139,2023-01,1197.669902
FR 4404288140,2023-01,586.019417
FR 4404288177,2023-01,982.427184
FR 4404288180,2023-01,1017.281553
FR 4404288185,2023-01,1056.310679
FR 4404288194,2023-01,1666.699029
FR 4404288195,2023-01,1517.864077
FR 4404288217,2023-01,988.058252
FR 4404288220,2023-01,1554.563106
FR 4404288221,2023-01,833.300970
FR 4404288222,2023-01,536.407766
FR 4404288237,2023-01,998.737864
FR 4404288239,2023-01,1086.990291
FR 4404288251,2023-01,1539.514563
FR 4404288261,2023-01,363.398058
FR 4404288262,2023-01,1148.446601
FR 4404288270,2023-01,1167.475728
FR 4404288276,2023-01,553.106796
FR 4404288279,2023-01,1293.592233
FR 4404288283,2023-01,281.553398
FR 4404288286,2023-01,1224.757281
FR 4404288287,2023-01,683.106796
FR 4404288288,2023-01,1159.029126
FR 4404288289,2023-01,1445.242718
FR 4404288298,2023-01,1186.699029
FR 4404288302,2023-01,1389.514563
FR 4404288305,2023-01,1600.873786
FR 4404288314,2023-01,1627.475728
FR 4404288316,2023-01,112.135922
FR 4404288317,2023-01,1562.330097
FR 4404288318,2023-01,868.252427
FR 4404288320,2023-01,621.456310
FR 4404288339,2023-01,1470.000000
FR 4404288341,2023-01,1253.786407
FR 4404288343,2023-01,1095.533980
FR 4404288344,2023-01,884.368932
FR 4404288346,2023-01,1452.330097
FR 4404288348,2023-01,1233.592233
FR 4404288349,2023-01,1418.834951
FR 4404288351,2023-01,108.058252
FR 4404288352,2023-01,615.339805
FR 4404288354,2023-01,515.145631
FR 4404288357,2023-01,1034.271844
FR 4404288358,2023-01,1516.893203
FR 4404288360,2023-01,602.621359
FR 4404288362,2023-01,21.067961
FR 4404288363,2023-01,984.466019
FR 4404288376,2023-01,1071.067961
FR 4404288379,2023-01,860.291262
FR 4404288388,2023-01,1368.058252
FR 4404288389,2023-01,690.582524
FR 4404288390,2023-01,1305.242718
FR 4404288391,2023-01,124.757281
FR 4404288392,2023-01,606.796116
FR 4404288393,2023-01,1772.621359
FR 4404288395,2023-01,1148.252427
FR 4404288400,2023-01,1038.834951
FR 4404288401,2023-01,713.398058
FR 4404288402,2023-01,782.330097
FR 4404288404,2023-01,1032.038834
FR 4404288406,2023-01,1185.631067
FR 4404288407,2023-01,1440.485436
FR 4404288408,2023-01,1210.485436
FR 4404288409,2023-01,1132.330097
FR 4404288410,2023-01,1198.252427
FR 4404288411,2023-01,1402.330097
FR 4404288412,2023-01,276.893203
FR 4404288413,2023-01,813.786407
FR 4404288415,2023-01,1219.611650
FR 4404288416,2023-01,854.951456
FR 4404288417,2023-01,1527.864077
FR 4404288418,2023-01,25.436893
FR 4404288422,2023-01,637.572815
FR 4404288423,2023-01,1455.728155
FR 4404288425,2023-01,631.359223
FR 4404288426,2023-01,979.514563
FR 4404288428,2023-01,809.029126
FR 4404288429,2023-01,1172.427184
FR 4404288431,2023-01,128.446601
FR 4404288432,2023-01,784.466019
FR 4404288433,2023-01,945.242718
FR 4404288434,2023-01,896.407766
FR 4404288435,2023-01,1013.592233
FR 4404288436,2023-01,626.019417
FR 4404288438,2023-01,592.815533
FR 4404288439,2023-01,824.854368
FR 4404288440,2023-01,775.533980
FR 4404288441,2023-01,1135.631067
FR 4404288442,2023-01,764.660194
FR 4404288443,2023-01,1064.077669
FR 4404288445,2023-01,1130.970873
FR 4404288448,2023-01,931.456310
FR 4404288450,2023-01,1081.941747
FR 4404288451,2023-01,1084.271844
FR 4404288454,2023-01,1235.728155
FR 4404288455,2023-01,829.223300
FR 4404288456,2023-01,1048.155339
FR 4404288458,2023-01,934.077669
FR 4404288459,2023-01,1033.689320
FR 4404288460,2023-01,1190.970873
FR 4404288461,2023-01,1023.106796
FR 4404288462,2023-01,1186.601941
FR 4404288463,2023-01,1206.310679
FR 4404288465,2023-01,154.951456
FR 4404288466,2023-01,1109.805825
FR 4404288467,2023-01,1103.786407
FR 4404288468,2023-01,991.941747
FR 4404288469,2023-01,953.203883
FR 4404288470,2023-01,1003.203883
FR 4404288471,2023-01,1181.456310
FR 4404288472,2023-01,404.174757
FR 4404288475,2023-01,1015.922330
FR 4404288476,2023-01,349.126213
FR 4404288477,2023-01,920.291262
FR 4404288478,2023-01,566.019417
FR 4404288479,2023-01,1134.077669
FR 4404288481,2023-01,523.883495
FR 4404288482,2023-01,898.252427
FR 4404658982,2023-01,121.747572
FR 4404659023,2023-01,738.252427
FR 4954409802,2023-01,751.553398
FR 4954409906,2023-01,1308.252427
FR 4954409920,2023-01,789.708737
FR 4954409921,2023-01,1525.339805
FR 4401572218,2023-02,377.766990
FR 4401572219,2023-02,1043.592233
FR 4401572222,2023-02,971.067961
FR 4401572223,2023-02,879.902912
FR 4404283104,2023-02,968.737864
FR 4404288139,2023-02,1056.796116
FR 4404288177,2023-02,821.650485
FR 4404288180,2023-02,1586.504854
FR 4404288185,2023-02,1160.873786
FR 4404288194,2023-02,1427.961165
FR 4404288195,2023-02,1298.640776
FR 4404288210,2023-02,600.873786
FR 4404288217,2023-02,891.456310
FR 4404288220,2023-02,1363.786407
FR 4404288221,2023-02,724.563106
FR 4404288222,2023-02,1236.116504
FR 4404288237,2023-02,774.854368
FR 4404288239,2023-02,972.427184
FR 4404288251,2023-02,1321.359223
FR 4404288261,2023-02,1553.689320
FR 4404288262,2023-02,1003.106796
FR 4404288270,2023-02,1069.417475
FR 4404288276,2023-02,1354.271844
FR 4404288279,2023-02,1212.038834
FR 4404288283,2023-02,1240.970873
FR 4404288286,2023-02,1088.155339
FR 4404288288,2023-02,1118.349514
FR 4404288289,2023-02,1338.349514
FR 4404288298,2023-02,1059.223300
FR 4404288302,2023-02,1141.359223
FR 4404288305,2023-02,1716.019417
FR 4404288314,2023-02,1609.126213
FR 4404288317,2023-02,1389.223300
FR 4404288318,2023-02,782.135922
FR 4404288339,2023-02,1370.000000
FR 4404288341,2023-02,1070.485436
FR 4404288343,2023-02,1011.747572
FR 4404288344,2023-02,855.533980
FR 4404288346,2023-02,1341.359223
FR 4404288348,2023-02,1161.359223
FR 4404288349,2023-02,1280.485436
FR 4404288352,2023-02,1487.961165
FR 4404288357,2023-02,917.572815
FR 4404288358,2023-02,1321.844660
FR 4404288362,2023-02,1532.135922
FR 4404288363,2023-02,889.902912
FR 4404288376,2023-02,1003.980582
FR 4404288379,2023-02,689.417475
FR 4404288388,2023-02,1210.388349
FR 4404288390,2023-02,1180.970873
FR 4404288393,2023-02,1600.679611
FR 4404288395,2023-02,1047.961165
FR 4404288396,2023-02,356.019417
FR 4404288400,2023-02,574.174757
FR 4404288401,2023-02,283.689320
FR 4404288402,2023-02,642.912621
FR 4404288404,2023-02,971.456310
FR 4404288406,2023-02,1103.883495
FR 4404288407,2023-02,1403.495145
FR 4404288408,2023-02,1225.242718
FR 4404288409,2023-02,1094.077669
FR 4404288410,2023-02,1130.582524
FR 4404288411,2023-02,1187.087378
FR 4404288412,2023-02,1529.514563
FR 4404288413,2023-02,726.893203
FR 4404288414,2023-02,683.300970
FR 4404288415,2023-02,1112.233009
FR 4404288416,2023-02,1257.281553
FR 4404288417,2023-02,1403.592233
FR 4404288418,2023-02,1058.834951
FR 4404288423,2023-02,1221.844660
FR 4404288424,2023-02,499.320388
FR 4404288426,2023-02,832.621359
FR 4404288428,2023-02,735.048543
FR 4404288429,2023-02,1390.873786
FR 4404288430,2023-02,913.980582
FR 4404288432,2023-02,479.708737
FR 4404288433,2023-02,716.893203
FR 4404288434,2023-02,803.106796
FR 4404288435,2023-02,1155.728155
FR 4404288437,2023-02,575.048543
FR 4404288439,2023-02,689.223300
FR 4404288440,2023-02,671.456310
FR 4404288441,2023-02,1036.699029
FR 4404288442,2023-02,696.310679
FR 4404288443,2023-02,993.786407
FR 4404288445,2023-02,1128.155339
FR 4404288448,2023-02,810.582524
FR 4404288450,2023-02,975.339805
FR 4404288451,2023-02,985.048543
FR 4404288454,2023-02,1130.679611
FR 4404288455,2023-02,761.941747
FR 4404288456,2023-02,991.165048
FR 4404288458,2023-02,838.446601
FR 4404288459,2023-02,886.893203
FR 4404288460,2023-02,1136.116504
FR 4404288461,2023-02,940.582524
FR 4404288462,2023-02,1103.398058
FR 4404288463,2023-02,1127.766990
FR 4404288465,2023-02,952.621359
FR 4404288466,2023-02,1064.854368
FR 4404288467,2023-02,988.446601
FR 4404288468,2023-02,915.533980
FR 4404288469,2023-02,859.417475
FR 4404288470,2023-02,918.932038
FR 4404288471,2023-02,1060.291262
FR 4404288472,2023-02,910.970873
FR 4404288473,2023-02,709.029126
FR 4404288475,2023-02,947.961165
FR 4404288476,2023-02,1042.621359
FR 4404288477,2023-02,1004.077669
FR 4404288478,2023-02,725.048543
FR 4404288479,2023-02,1104.368932
FR 4404288481,2023-02,1067.087378
FR 4404288482,2023-02,1133.689320
FR 4404659023,2023-02,828.543689
FR 4954409802,2023-02,691.650485
FR 4954409906,2023-02,1143.689320
FR 4954409920,2023-02,709.514563
FR 4954409921,2023-02,1430.873786
FR 4401572218,2023-03,0.000000
FR 4401572219,2023-03,1245.048543
FR 4401572222,2023-03,1084.660194
FR 4401572223,2023-03,889.417475
FR 4404283104,2023-03,1127.087378
FR 4404288139,2023-03,1105.048543
FR 4404288177,2023-03,897.572815
FR 4404288180,2023-03,1702.524271
FR 4404288185,2023-03,1266.310679
FR 4404288194,2023-03,1529.708737
FR 4404288195,2023-03,1435.922330
FR 4404288210,2023-03,1866.699029
FR 4404288217,2023-03,833.883495
FR 4404288220,2023-03,1565.825242
FR 4404288221,2023-03,760.776699
FR 4404288222,2023-03,1484.660194
FR 4404288237,2023-03,562.038834
FR 4404288239,2023-03,1095.145631
FR 4404288251,2023-03,1421.650485
FR 4404288261,2023-03,1762.038834
FR 4404288262,2023-03,1155.533980
FR 4404288270,2023-03,1174.563106
FR 4404288276,2023-03,1523.980582
FR 4404288279,2023-03,1388.252427
FR 4404288283,2023-03,1176.407766
FR 4404288286,2023-03,1189.902912
FR 4404288288,2023-03,1235.825242
FR 4404288289,2023-03,1423.980582
FR 4404288298,2023-03,1137.087378
FR 4404288302,2023-03,1146.796116
FR 4404288305,2023-03,1885.728155
FR 4404288306,2023-03,0.000000
FR 4404288311,2023-03,0.000000
FR 4404288314,2023-03,1638.155339
FR 4404288316,2023-03,0.000000
FR 4404288317,2023-03,1517.281553
FR 4404288318,2023-03,813.495145
FR 4404288320,2023-03,0.000000
FR 4404288339,2023-03,1472.815533
FR 4404288341,2023-03,1252.621359
FR 4404288343,2023-03,1150.000000
FR 4404288344,2023-03,1069.514563
FR 4404288346,2023-03,1450.291262
FR 4404288348,2023-03,1246.699029
FR 4404288349,2023-03,1420.097087
FR 4404288351,2023-03,0.000000
FR 4404288352,2023-03,1643.689320
FR 4404288354,2023-03,0.000000
FR 4404288357,2023-03,993.495145
FR 4404288358,2023-03,1443.592233
FR 4404288360,2023-03,0.000000
FR 4404288362,2023-03,1962.135922
FR 4404288363,2023-03,1010.000000
FR 4404288376,2023-03,1102.038834
FR 4404288379,2023-03,241.456310
FR 4404288388,2023-03,1305.728155
FR 4404288389,2023-03,0.000000
FR 4404288390,2023-03,1274.951456
FR 4404288391,2023-03,0.000000
FR 4404288392,2023-03,0.000000
FR 4404288393,2023-03,1769.708737
FR 4404288395,2023-03,1140.194174
FR 4404288396,2023-03,1356.990291
FR 4404288400,2023-03,0.000000
FR 4404288401,2023-03,0.000000
FR 4404288402,2023-03,229.029126
FR 4404288404,2023-03,1096.310679
FR 4404288406,2023-03,1207.281553
FR 4404288407,2023-03,1610.873786
FR 4404288408,2023-03,1373.203883
FR 4404288409,2023-03,1188.640776
FR 4404288410,2023-03,1215.631067
FR 4404288411,2023-03,1395.631067
FR 4404288412,2023-03,1936.213592
FR 4404288413,2023-03,523.398058
FR 4404288414,2023-03,1829.223300
FR 4404288415,2023-03,932.135922
FR 4404288416,2023-03,1434.854368
FR 4404288417,2023-03,1527.766990
FR 4404288418,2023-03,1375.922330
FR 4404288422,2023-03,0.000000
FR 4404288423,2023-03,1391.067961
FR 4404288424,2023-03,949.126213
FR 4404288426,2023-03,843.980582
FR 4404288428,2023-03,744.757281
FR 4404288429,2023-03,1461.747572
FR 4404288430,2023-03,1405.145631
FR 4404288431,2023-03,716.796116
FR 4404288432,2023-03,0.000000
FR 4404288433,2023-03,299.708737
FR 4404288434,2023-03,826.699029
FR 4404288435,2023-03,1350.582524
FR 4404288436,2023-03,0.000000
FR 4404288437,2023-03,1511.553398
FR 4404288438,2023-03,0.000000
FR 4404288439,2023-03,745.825242
FR 4404288440,2023-03,242.330097
FR 4404288441,2023-03,1175.242718
FR 4404288442,2023-03,794.271844
FR 4404288443,2023-03,1095.339805
FR 4404288445,2023-03,1254.271844
FR 4404288448,2023-03,907.961165
FR 4404288450,2023-03,958.640776
FR 4404288451,2023-03,1144.854368
FR 4404288454,2023-03,1279.223300
FR 4404288455,2023-03,807.475728
FR 4404288456,2023-03,659.126213
FR 4404288458,2023-03,917.961165
FR 4404288459,2023-03,1056.019417
FR 4404288460,2023-03,1280.776699
FR 4404288461,2023-03,1070.776699
FR 4404288462,2023-03,1253.106796
FR 4404288463,2023-03,1290.097087
FR 4404288465,2023-03,1209.611650
FR 4404288466,2023-03,1175.242718
FR 4404288467,2023-03,1107.864077
FR 4404288468,2023-03,1031.650485
FR 4404288469,2023-03,974.951456
FR 4404288470,2023-03,1000.194174
FR 4404288471,2023-03,1186.504854
FR 4404288472,2023-03,1169.223300
FR 4404288473,2023-03,1233.883495
FR 4404288474,2023-03,4.466019
FR 4404288475,2023-03,1090.097087
FR 4404288476,2023-03,1253.398058
FR 4404288477,2023-03,1125.145631
FR 4404288478,2023-03,830.679611
FR 4404288479,2023-03,1312.621359
FR 4404288480,2023-03,100.291262
FR 4404288481,2023-03,1190.873786
FR 4404288482,2023-03,1304.854368
FR 4404288483,2023-03,472.912621
FR 4404288485,2023-03,273.980582
FR 4404288488,2023-03,131.650485
FR 4404288493,2023-03,349.417475
FR 4404288494,2023-03,525.048543
FR 4404288498,2023-03,333.592233
FR 4404288499,2023-03,52.233009
FR 4404288502,2023-03,42.135922
FR 4404659023,2023-03,992.427184
FR 4954409802,2023-03,770.485436
FR 4954409906,2023-03,1279.708737
FR 4954409920,2023-03,743.883495
FR 4954409921,2023-03,1578.058252
FR 4401572219,2023-04,1129.029126
FR 4401572222,2023-04,927.572815
FR 4401572223,2023-04,778.349514
FR 4404283104,2023-04,970.291262
FR 4404288139,2023-04,967.281553
FR 4404288177,2023-04,376.213592
FR 4404288180,2023-04,1336.796116
FR 4404288185,2023-04,1144.854368
FR 4404288194,2023-04,1327.087378
FR 4404288195,2023-04,1208.349514
FR 4404288210,2023-04,1770.873786
FR 4404288220,2023-04,1396.116504
FR 4404288221,2023-04,314.660194
FR 4404288222,2023-04,1274.757281
FR 4404288239,2023-04,947.572815
FR 4404288251,2023-04,1294.368932
FR 4404288261,2023-04,1501.359223
FR 4404288262,2023-04,1000.873786
FR 4404288270,2023-04,1011.359223
FR 4404288276,2023-04,1382.815533
FR 4404288279,2023-04,1154.854368
FR 4404288283,2023-04,1032.621359
FR 4404288286,2023-04,1100.485436
FR 4404288288,2023-04,1107.281553
FR 4404288289,2023-04,1187.378640
FR 4404288298,2023-04,914.951456
FR 4404288302,2023-04,988.640776
FR 4404288305,2023-04,1571.844660
FR 4404288306,2023-04,837.087378
FR 4404288314,2023-04,1390.776699
FR 4404288317,2023-04,1319.611650
FR 4404288318,2023-04,510.485436
FR 4404288339,2023-04,1350.097087
FR 4404288341,2023-04,1096.796116
FR 4404288343,2023-04,1012.135922
FR 4404288344,2023-04,899.805825
FR 4404288346,2023-04,1219.223300
FR 4404288348,2023-04,1102.912621
FR 4404288349,2023-04,1257.281553
FR 4404288352,2023-04,1422.718446
FR 4404288357,2023-04,817.378640
FR 4404288358,2023-04,1260.970873
FR 4404288362,2023-04,1715.631067
FR 4404288363,2023-04,899.223300
FR 4404288376,2023-04,925.145631
FR 4404288388,2023-04,1126.990291
FR 4404288390,2023-04,974.563106
FR 4404288393,2023-04,1555.048543
FR 4404288395,2023-04,1037.281553
FR 4404288396,2023-04,1269.029126
FR 4404288400,2023-04,1186.310679
FR 4404288404,2023-04,951.067961
FR 4404288406,2023-04,1025.728155
FR 4404288407,2023-04,1367.669902
FR 4404288408,2023-04,1236.019417
FR 4404288409,2023-04,1086.990291
FR 4404288410,2023-04,1058.349514
FR 4404288411,2023-04,1362.330097
FR 4404288412,2023-04,1631.844660
FR 4404288414,2023-04,1608.349514
FR 4404288415,2023-04,376.019417
FR 4404288416,2023-04,1239.029126
FR 4404288417,2023-04,1330.485436
FR 4404288418,2023-04,1153.106796
FR 4404288422,2023-04,1252.524271
FR 4404288423,2023-04,1201.262135
FR 4404288424,2023-04,1026.504854
FR 4404288428,2023-04,482.912621
FR 4404288429,2023-04,1168.640776
FR 4404288430,2023-04,917.961165
FR 4404288431,2023-04,1364.077669
FR 4404288432,2023-04,821.650485
FR 4404288434,2023-04,503.786407
FR 4404288435,2023-04,1223.786407
FR 4404288437,2023-04,1364.951456
FR 4404288439,2023-04,507.378640
FR 4404288441,2023-04,1053.009708
FR 4404288442,2023-04,515.728155
FR 4404288443,2023-04,924.660194
FR 4404288445,2023-04,1170.582524
FR 4404288448,2023-04,768.640776
FR 4404288451,2023-04,1019.126213
FR 4404288454,2023-04,1016.504854
FR 4404288458,2023-04,803.592233
FR 4404288459,2023-04,1002.815533
FR 4404288460,2023-04,1176.601941
FR 4404288461,2023-04,965.436893
FR 4404288462,2023-04,1120.582524
FR 4404288463,2023-04,1171.165048
FR 4404288465,2023-04,984.368932
FR 4404288466,2023-04,1182.233009
FR 4404288467,2023-04,974.660194
FR 4404288468,2023-04,960.291262
FR 4404288469,2023-04,879.611650
FR 4404288470,2023-04,918.932038
FR 4404288471,2023-04,1051.359223
FR 4404288472,2023-04,1072.815533
FR 4404288473,2023-04,1262.330097
FR 4404288474,2023-04,769.805825
FR 4404288475,2023-04,988.640776
FR 4404288476,2023-04,1156.310679
FR 4404288477,2023-04,1028.349514
FR 4404288478,2023-04,765.922330
FR 4404288479,2023-04,1198.155339
FR 4404288480,2023-04,983.300970
FR 4404288481,2023-04,1053.592233
FR 4404288482,2023-04,1248.058252
FR 4404288483,2023-04,1309.902912
FR 4404288485,2023-04,993.689320
FR 4404288487,2023-04,370.679611
FR 4404288488,2023-04,1243.398058
FR 4404288490,2023-04,0.873786
FR 4404288491,2023-04,192.912621
FR 4404288493,2023-04,945.825242
FR 4404288494,2023-04,984.077669
FR 4404288495,2023-04,733.300970
FR 4404288497,2023-04,737.475728
FR 4404288498,2023-04,810.873786
FR 4404288499,2023-04,89.029126
FR 4404288502,2023-04,729.320388
FR 4404288504,2023-04,164.854368
FR 4404659023,2023-04,924.563106
FR 4954409802,2023-04,336.601941
FR 4954409906,2023-04,1054.854368
FR 4954409921,2023-04,1403.203883
FR 4401572219,2023-05,1132.718446
FR 4401572222,2023-05,931.844660
FR 4401572223,2023-05,744.271844
FR 4404283104,2023-05,939.902912
FR 4404288139,2023-05,905.145631
FR 4404288180,2023-05,1353.203883
FR 4404288185,2023-05,1137.087378
FR 4404288194,2023-05,1273.398058
FR 4404288195,2023-05,1206.893203
FR 4404288210,2023-05,1566.796116
FR 4404288220,2023-05,1352.233009
FR 4404288222,2023-05,1204.271844
FR 4404288237,2023-05,27.864077
FR 4404288239,2023-05,988.446601
FR 4404288251,2023-05,1287.961165
FR 4404288261,2023-05,1508.543689
FR 4404288262,2023-05,975.436893
FR 4404288270,2023-05,788.543689
FR 4404288276,2023-05,1321.456310
FR 4404288279,2023-05,1023.883495
FR 4404288283,2023-05,1152.038834
FR 4404288286,2023-05,1092.815533
FR 4404288288,2023-05,1099.417475
FR 4404288289,2023-05,1050.582524
FR 4404288298,2023-05,486.699029
FR 4404288302,2023-05,856.116504
FR 4404288305,2023-05,1524.271844
FR 4404288306,2023-05,1515.048543
FR 4404288314,2023-05,1430.485436
FR 4404288317,2023-05,1253.203883
FR 4404288339,2023-05,1397.281553
FR 4404288341,2023-05,1069.902912
FR 4404288343,2023-05,935.145631
FR 4404288344,2023-05,466.213592
FR 4404288346,2023-05,1075.922330
FR 4404288348,2023-05,1072.815533
FR 4404288349,2023-05,1225.922330
FR 4404288352,2023-05,1368.932038
FR 4404288357,2023-05,672.815533
FR 4404288358,2023-05,1239.223300
FR 4404288362,2023-05,1675.533980
FR 4404288363,2023-05,905.339805
FR 4404288376,2023-05,951.941747
FR 4404288388,2023-05,1175.436893
FR 4404288389,2023-05,1123.300970
FR 4404288390,2023-05,833.398058
FR 4404288391,2023-05,990.291262
FR 4404288393,2023-05,1508.834951
FR 4404288395,2023-05,949.805825
FR 4404288396,2023-05,996.504854
FR 4404288400,2023-05,1631.262135
FR 4404288404,2023-05,913.009708
FR 4404288406,2023-05,961.165048
FR 4404288407,2023-05,1293.495145
FR 4404288408,2023-05,1291.067961
FR 4404288409,2023-05,1148.834951
FR 4404288410,2023-05,923.009708
FR 4404288411,2023-05,1231.553398
FR 4404288412,2023-05,1637.669902
FR 4404288414,2023-05,1693.980582
FR 4404288416,2023-05,1246.310679
FR 4404288417,2023-05,1298.834951
FR 4404288418,2023-05,1122.621359
FR 4404288422,2023-05,1532.233009
FR 4404288423,2023-05,1152.718446
FR 4404288424,2023-05,1006.893203
FR 4404288429,2023-05,1137.864077
FR 4404288430,2023-05,1150.776699
FR 4404288431,2023-05,1238.640776
FR 4404288432,2023-05,1523.009708
FR 4404288435,2023-05,1249.320388
FR 4404288437,2023-05,1369.223300
FR 4404288441,2023-05,164.757281
FR 4404288443,2023-05,480.970873
FR 4404288445,2023-05,1206.310679
FR 4404288448,2023-05,118.349514
FR 4404288450,2023-05,120.679611
FR 4404288451,2023-05,1108.834951
FR 4404288454,2023-05,1093.009708
FR 4404288458,2023-05,119.514563
FR 4404288459,2023-05,1014.951456
FR 4404288460,2023-05,1205.631067
FR 4404288461,2023-05,947.864077
FR 4404288462,2023-05,687.961165
FR 4404288463,2023-05,1256.213592
FR 4404288465,2023-05,978.932038
FR 4404288466,2023-05,1170.776699
FR 4404288467,2023-05,977.087378
FR 4404288468,2023-05,966.504854
FR 4404288469,2023-05,936.019417
FR 4404288470,2023-05,901.941747
FR 4404288471,2023-05,1060.679611
FR 4404288472,2023-05,1101.747572
FR 4404288473,2023-05,1244.951456
FR 4404288474,2023-05,996.116504
FR 4404288475,2023-05,1053.495145
FR 4404288476,2023-05,1169.514563
FR 4404288477,2023-05,1038.737864
FR 4404288478,2023-05,747.087378
FR 4404288479,2023-05,1233.883495
FR 4404288480,2023-05,1060.776699
FR 4404288481,2023-05,1045.145631
FR 4404288482,2023-05,1300.388349
FR 4404288483,2023-05,1201.456310
FR 4404288484,2023-05,921.844660
FR 4404288485,2023-05,1075.339805
FR 4404288486,2023-05,683.300970
FR 4404288487,2023-05,828.058252
FR 4404288488,2023-05,1420.388349
FR 4404288490,2023-05,628.543689
FR 4404288491,2023-05,1078.349514
FR 4404288492,2023-05,440.582524
FR 4404288493,2023-05,952.912621
FR 4404288494,2023-05,985.728155
FR 4404288495,2023-05,930.097087
FR 4404288496,2023-05,209.611650
FR 4404288497,2023-05,1066.601941
FR 4404288498,2023-05,916.213592
FR 4404288500,2023-05,16.213592
FR 4404288502,2023-05,1083.786407
FR 4404288503,2023-05,836.699029
FR 4404288504,2023-05,820.194174
FR 4404288505,2023-05,678.349514
FR 4404288506,2023-05,49.320388
FR 4404659023,2023-05,929.126213
FR 4954409906,2023-05,160.388349
FR 4954409921,2023-05,1097.475728
FR 4401572219,2023-06,1024.174757
FR 4401572222,2023-06,821.553398
FR 4401572223,2023-06,189.223300
FR 4404283104,2023-06,872.233009
FR 4404288139,2023-06,219.611650
FR 4404288180,2023-06,1225.242718
FR 4404288185,2023-06,992.427184
FR 4404288194,2023-06,1049.417475
FR 4404288195,2023-06,1080.194174
FR 4404288210,2023-06,1338.543689
FR 4404288220,2023-06,1236.116504
FR 4404288222,2023-06,1114.951456
FR 4404288237,2023-06,1214.368932
FR 4404288239,2023-06,844.271844
FR 4404288251,2023-06,1228.737864
FR 4404288261,2023-06,1236.213592
FR 4404288262,2023-06,883.300970
FR 4404288270,2023-06,63.495145
FR 4404288276,2023-06,1240.485436
FR 4404288279,2023-06,922.233009
FR 4404288283,2023-06,1045.825242
FR 4404288286,2023-06,998.155339
FR 4404288288,2023-06,887.864077
FR 4404288289,2023-06,825.631067
FR 4404288302,2023-06,69.611650
FR 4404288305,2023-06,1352.135922
FR 4404288306,2023-06,1451.067961
FR 4404288314,2023-06,1200.000000
FR 4404288317,2023-06,1212.233009
FR 4404288339,2023-06,1321.650485
FR 4404288341,2023-06,541.650485
FR 4404288343,2023-06,843.300970
FR 4404288346,2023-06,218.155339
FR 4404288348,2023-06,827.087378
FR 4404288349,2023-06,1146.893203
FR 4404288352,2023-06,1196.504854
FR 4404288357,2023-06,61.359223
FR 4404288358,2023-06,1204.660194
FR 4404288362,2023-06,1489.126213
FR 4404288363,2023-06,779.708737
FR 4404288376,2023-06,932.330097
FR 4404288388,2023-06,1002.621359
FR 4404288389,2023-06,1351.456310
FR 4404288390,2023-06,820.679611
FR 4404288391,2023-06,795.242718
FR 4404288393,2023-06,1337.475728
FR 4404288395,2023-06,280.776699
FR 4404288400,2023-06,1455.825242
FR 4404288404,2023-06,797.864077
FR 4404288406,2023-06,880.873786
FR 4404288407,2023-06,1296.504854
FR 4404288408,2023-06,1192.427184
FR 4404288409,2023-06,1017.475728
FR 4404288410,2023-06,70.679611
FR 4404288411,2023-06,1163.883495
FR 4404288412,2023-06,1415.533980
FR 4404288413,2023-06,915.922330
FR 4404288414,2023-06,1520.485436
