"","InsId","InsSirId","InsNumber","InsRemarks","InsDate","InsLacId","AniId","AniLifeNumber","AniBirthday","AniGenId","AniMotherLifeNumber","RemLactation_LacNumber","CalculatedLactationCycle","LacCalvingDate","LacRemarks","LacColostrumDate","dry_off_date","dry_off_interval","AniActive","category","customer_id","date","entry_code","entry_date","exit_code","exit_date","month","year"
"3382",3861,416,2,NA,2022-11-19,1652,841,"FR4404288515",2021-07-18,2,"FR 4404288399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3383",3177,89,1,NA,2021-07-16,1654,842,"FR4401541569",2019-07-13,2,"FR 4401541434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3384",3317,121,2,NA,2021-10-14,1654,842,"FR4401541569",2019-07-13,2,"FR 4401541434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3385",3870,412,2,NA,2022-11-24,1659,843,"FR4404288517",2021-08-01,2,"FR 4404659034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3386",3848,412,1,NA,2022-11-05,1659,843,"FR4404288517",2021-08-01,2,"FR 4404659034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3387",4388,438,2,NA,2023-12-11,2151,843,"FR4404288517",2021-08-01,2,"FR 4404659034",1,1,2023-08-31,"+ ORBESEAL",2023-09-07,2024-07-19,56,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-08-31,"N",2021-08-01,NA,NA,8,2023
"3388",4293,438,1,NA,2023-10-24,2151,843,"FR4404288517",2021-08-01,2,"FR 4404659034",1,1,2023-08-31,"+ ORBESEAL",2023-09-07,2024-07-19,56,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-08-31,"N",2021-08-01,NA,NA,8,2023
"3389",3846,415,1,NA,2022-11-04,1660,844,"FR4404288518",2021-08-01,2,"FR 4404659034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3390",3205,93,1,NA,2021-08-05,1664,847,"FR4401541574",2019-08-18,2,"FR 4401541409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3391",3851,392,1,NA,2022-11-07,1665,848,"FR4404288519",2021-08-07,2,"FR 4404288262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3392",3899,392,2,NA,2022-12-15,1665,848,"FR4404288519",2021-08-07,2,"FR 4404288262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3393",3919,355,3,NA,2023-01-03,1665,848,"FR4404288519",2021-08-07,2,"FR 4404288262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3394",3902,416,1,NA,2022-12-19,1675,852,"FR4404288521",2021-08-17,2,"FR 4404288407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3395",4295,412,2,NA,2023-10-24,2154,852,"FR4404288521",2021-08-17,2,"FR 4404288407",1,1,2023-08-28,"",2023-09-08,2024-06-14,62,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-09-01,"N",2021-08-17,NA,NA,9,2023
"3396",4268,412,1,NA,2023-10-11,2154,852,"FR4404288521",2021-08-17,2,"FR 4404288407",1,1,2023-08-28,"",2023-09-08,2024-06-14,62,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-09-01,"N",2021-08-17,NA,NA,9,2023
"3397",4307,412,3,NA,2023-11-02,2154,852,"FR4404288521",2021-08-17,2,"FR 4404288407",1,1,2023-08-28,"",2023-09-08,2024-06-14,62,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-09-01,"N",2021-08-17,NA,NA,9,2023
"3398",4522,438,1,NA,2024-04-05,2247,855,"FR4404288522",2021-08-25,2,"FR 4404288409",1,1,2024-01-22,"NULL",2024-01-29,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-01-22,"N",2021-08-25,NA,NA,1,2024
"3399",4552,438,2,NA,2024-04-27,2247,855,"FR4404288522",2021-08-25,2,"FR 4404288409",1,1,2024-01-22,"NULL",2024-01-29,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-01-22,"N",2021-08-25,NA,NA,1,2024
"3400",4040,359,7,NA,2023-04-17,1679,855,"FR4404288522",2021-08-25,2,"FR 4404288409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3401",3898,412,2,"",2022-12-12,1679,855,"FR4404288522",2021-08-25,2,"FR 4404288409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3402",3916,401,3,NA,2022-12-30,1679,855,"FR4404288522",2021-08-25,2,"FR 4404288409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3403",3867,412,1,NA,2022-11-22,1679,855,"FR4404288522",2021-08-25,2,"FR 4404288409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3404",3988,424,6,NA,2023-03-06,1679,855,"FR4404288522",2021-08-25,2,"FR 4404288409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3405",3959,392,5,NA,2023-02-13,1679,855,"FR4404288522",2021-08-25,2,"FR 4404288409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3406",3938,401,4,NA,2023-01-23,1679,855,"FR4404288522",2021-08-25,2,"FR 4404288409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3407",3908,416,1,NA,2022-12-22,1685,857,"FR4404288523",2021-08-30,2,"FR 4404288404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3408",3920,409,2,NA,2023-01-03,1689,859,"FR4404288524",2021-09-05,2,"FR 4404288406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3409",3896,416,1,NA,2022-12-13,1689,859,"FR4404288524",2021-09-05,2,"FR 4404288406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3410",4349,453,1,NA,2023-11-24,2184,859,"FR4404288524",2021-09-05,2,"FR 4404288406",1,1,2023-10-11,"+ ORBESEAL",2023-10-18,2024-06-28,67,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-10-11,"N",2021-09-05,"E",2024-10-16,10,2023
"3411",4428,450,1,NA,2024-01-20,2175,860,"FR4404288525",2021-09-05,2,"FR 4404288346",1,1,2023-09-25,"NULL",2023-10-03,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-09-25,"N",2021-09-05,NA,NA,9,2023
"3412",4546,450,2,NA,2024-04-25,2175,860,"FR4404288525",2021-09-05,2,"FR 4404288346",1,1,2023-09-25,"NULL",2023-10-03,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-09-25,"N",2021-09-05,NA,NA,9,2023
"3413",3909,412,2,NA,2022-12-23,1691,860,"FR4404288525",2021-09-05,2,"FR 4404288346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3414",3886,416,1,NA,2022-12-05,1691,860,"FR4404288525",2021-09-05,2,"FR 4404288346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3415",3879,415,1,NA,2022-12-01,1693,861,"FR4404288526",2021-09-07,2,"FR 4404288298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3416",4407,448,1,NA,2023-12-27,2157,861,"FR4404288526",2021-09-07,2,"FR 4404288298",1,1,2023-08-31,"+ ORBESEAL",2023-09-05,2024-08-09,36,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-08-28,"N",2021-09-07,"B",2024-12-26,8,2023
"3417",3259,71,1,NA,2021-09-06,1695,862,"FR4401541568",2019-06-25,2,"FR 4401550508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3418",4025,416,1,"",2023-04-04,1697,864,"FR4404288527",2021-09-08,2,"FR 4404288410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3419",4604,NA,1,"",2024-04-12,2234,864,"FR4404288527",2021-09-08,2,"FR 4404288410",1,1,2024-01-06,"NULL",2024-01-11,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-01-06,"N",2021-09-08,NA,NA,1,2024
"3420",4529,450,2,NA,2024-04-15,2211,865,"FR4404288528",2021-09-08,2,"FR 4404288324",1,1,2023-12-07,"NULL",2023-12-14,2024-09-18,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-12-07,"N",2021-09-08,NA,NA,12,2023
"3421",4508,450,1,NA,2024-03-26,2211,865,"FR4404288528",2021-09-08,2,"FR 4404288324",1,1,2023-12-07,"NULL",2023-12-14,2024-09-18,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-12-07,"N",2021-09-08,NA,NA,12,2023
"3422",3937,415,1,NA,2023-01-23,1699,865,"FR4404288528",2021-09-08,2,"FR 4404288324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3423",3960,392,2,NA,2023-02-13,1699,865,"FR4404288528",2021-09-08,2,"FR 4404288324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3424",3991,426,3,NA,2023-03-07,1699,865,"FR4404288528",2021-09-08,2,"FR 4404288324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3425",4528,450,1,NA,2024-04-15,2230,867,"FR4404288529",2021-09-14,2,"FR 4404288408",1,1,2024-01-04,"NULL",2024-01-11,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-01-04,"N",2021-09-14,NA,NA,1,2024
"3426",4566,450,2,NA,2024-05-10,2230,867,"FR4404288529",2021-09-14,2,"FR 4404288408",1,1,2024-01-04,"NULL",2024-01-11,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-01-04,"N",2021-09-14,NA,NA,1,2024
"3427",4020,409,1,"",2023-04-01,1703,867,"FR4404288529",2021-09-14,2,"FR 4404288408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3428",4605,472,3,NA,2024-05-30,2230,867,"FR4404288529",2021-09-14,2,"FR 4404288408",1,1,2024-01-04,"NULL",2024-01-11,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-01-04,"N",2021-09-14,NA,NA,1,2024
"3429",4637,450,4,NA,2024-06-20,2230,867,"FR4404288529",2021-09-14,2,"FR 4404288408",1,1,2024-01-04,"NULL",2024-01-11,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-01-04,"N",2021-09-14,NA,NA,1,2024
"3430",4666,385,5,NA,2024-07-13,2230,867,"FR4404288529",2021-09-14,2,"FR 4404288408",1,1,2024-01-04,"NULL",2024-01-11,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-01-04,"N",2021-09-14,NA,NA,1,2024
"3431",4408,450,1,NA,2023-12-27,2200,869,"FR4404288530",2021-09-22,2,"FR 4404288349",1,1,2023-11-06,"+ ORBESEAL",2023-11-13,2024-08-09,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-11-06,"N",2021-09-22,NA,NA,11,2023
"3432",3952,416,2,NA,2023-02-03,1707,869,"FR4404288530",2021-09-22,2,"FR 4404288349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3433",3935,416,1,NA,2023-01-16,1707,869,"FR4404288530",2021-09-22,2,"FR 4404288349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3434",3936,394,1,NA,2023-01-18,1715,870,"FR4404288531",2021-10-02,2,"FR 4404288348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3435",4389,446,1,NA,2023-12-12,2193,870,"FR4404288531",2021-10-02,2,"FR 4404288348",1,1,2023-10-23,"+ ORBESEAL",2023-10-30,2024-07-19,57,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-10-23,"N",2021-10-02,NA,NA,10,2023
"3436",4481,450,1,NA,2024-03-02,2243,871,"FR4404288532",2021-10-04,2,"FR 4404288289",1,1,2024-01-15,"NULL",2024-01-22,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-01-15,"N",2021-10-04,NA,NA,1,2024
"3437",4018,412,3,"",2023-04-01,1718,871,"FR4404288532",2021-10-04,2,"FR 4404288289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3438",4046,392,4,NA,2023-04-22,1718,871,"FR4404288532",2021-10-04,2,"FR 4404288289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3439",3950,416,1,NA,2023-02-01,1718,871,"FR4404288532",2021-10-04,2,"FR 4404288289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3440",3968,415,2,NA,2023-02-20,1718,871,"FR4404288532",2021-10-04,2,"FR 4404288289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3441",3955,394,1,NA,2023-02-08,1727,873,"FR4404288533",2021-10-26,2,"FR 4404288283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3442",4516,118,2,NA,2024-04-03,2206,873,"FR4404288533",2021-10-26,2,"FR 4404288283",1,1,2023-11-14,"NULL",2023-11-21,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-11-14,"N",2021-10-26,NA,NA,11,2023
"3443",4494,359,1,NA,2024-03-13,2206,873,"FR4404288533",2021-10-26,2,"FR 4404288283",1,1,2023-11-14,"NULL",2023-11-21,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-11-14,"N",2021-10-26,NA,NA,11,2023
"3444",4458,450,1,NA,2024-02-10,2202,874,"FR4404288534",2021-10-28,2,"FR 4404288305",1,1,2023-11-11,"NULL",2023-11-18,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-11-11,"N",2021-10-28,NA,NA,11,2023
"3445",3953,415,1,NA,2023-02-03,1730,874,"FR4404288534",2021-10-28,2,"FR 4404288305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3446",3964,416,1,NA,2023-02-16,1735,876,"FR4404288535",2021-11-10,2,"FR 4404288251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3447",4378,414,8,NA,2023-12-08,1735,876,"FR4404288535",2021-11-10,2,"FR 4404288251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3448",4314,359,7,NA,2023-11-11,1735,876,"FR4404288535",2021-11-10,2,"FR 4404288251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3449",4300,359,6,NA,2023-10-30,1735,876,"FR4404288535",2021-11-10,2,"FR 4404288251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3450",4017,428,2,NA,2023-03-30,1735,876,"FR4404288535",2021-11-10,2,"FR 4404288251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3451",4271,359,5,NA,2023-10-12,1735,876,"FR4404288535",2021-11-10,2,"FR 4404288251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3452",4240,436,4,NA,2023-09-22,1735,876,"FR4404288535",2021-11-10,2,"FR 4404288251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3453",4198,394,3,NA,2023-08-25,1735,876,"FR4404288535",2021-11-10,2,"FR 4404288251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3454",3502,323,2,NA,2022-01-22,1743,879,"FR4954776581",2019-09-13,2,"FR 4954776363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3455",3417,323,1,NA,2021-12-06,1743,879,"FR4954776581",2019-09-13,2,"FR 4954776363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3456",3437,353,1,NA,2021-12-15,1744,880,"FR4954776577",2019-08-08,2,"FR 4954776203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3457",3434,324,1,NA,2021-12-14,1745,881,"FR4954776555",2019-03-22,2,"FR 4954776291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3458",3567,353,1,NA,2022-03-05,1746,882,"FR4954776477",2018-03-28,2,"FR 4954776304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3459",3575,388,5,NA,2022-03-07,1747,883,"FR4954776463",2017-11-04,2,"FR 4954776319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3460",3425,349,1,NA,2021-12-11,1747,883,"FR4954776463",2017-11-04,2,"FR 4954776319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3461",3452,349,2,NA,2021-12-24,1747,883,"FR4954776463",2017-11-04,2,"FR 4954776319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3462",3497,351,3,NA,2022-01-19,1747,883,"FR4954776463",2017-11-04,2,"FR 4954776319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3463",3532,307,4,NA,2022-02-12,1747,883,"FR4954776463",2017-11-04,2,"FR 4954776319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3464",4010,412,1,NA,2023-03-23,1750,884,"FR4404288537",2021-11-27,2,"FR 4404288412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3465",4034,415,2,NA,2023-04-11,1750,884,"FR4404288537",2021-11-27,2,"FR 4404288412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3466",4507,465,1,NA,2024-03-26,2244,884,"FR4404288537",2021-11-27,2,"FR 4404288412",1,1,2024-01-19,"NULL",2024-01-26,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-01-19,"N",2021-11-27,NA,NA,1,2024
"3467",4455,450,1,NA,2024-02-07,2215,885,"FR4404288538",2021-12-01,2,"FR 4404288314",1,1,2023-12-13,"NULL",2023-12-20,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-12-12,"N",2021-12-01,NA,NA,12,2023
"3468",4475,450,2,NA,2024-02-24,2215,885,"FR4404288538",2021-12-01,2,"FR 4404288314",1,1,2023-12-13,"NULL",2023-12-20,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-12-12,"N",2021-12-01,NA,NA,12,2023
"3469",3993,415,1,NA,2023-03-09,1753,885,"FR4404288538",2021-12-01,2,"FR 4404288314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3470",4595,438,3,NA,2024-05-24,2215,885,"FR4404288538",2021-12-01,2,"FR 4404288314",1,1,2023-12-13,"NULL",2023-12-20,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-12-12,"N",2021-12-01,NA,NA,12,2023
"3471",4607,473,1,NA,2024-06-01,2282,886,"FR4404288539",2021-12-03,2,"FR 4404288423",1,1,2024-03-22,"NULL",2024-03-26,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-03-21,"N",2021-12-03,NA,NA,3,2024
"3472",4043,427,1,NA,2023-04-19,1755,886,"FR4404288539",2021-12-03,2,"FR 4404288423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3473",4097,426,2,NA,2023-06-17,1755,886,"FR4404288539",2021-12-03,2,"FR 4404288423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3474",4078,431,2,NA,2023-05-22,1757,887,"FR4404288540",2021-12-04,2,"FR 4404288418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3475",4113,431,3,NA,2023-07-03,1757,887,"FR4404288540",2021-12-04,2,"FR 4404288418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3476",4029,429,1,"",2023-04-07,1757,887,"FR4404288540",2021-12-04,2,"FR 4404288418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3477",4627,475,1,NA,2024-06-14,2288,887,"FR4404288540",2021-12-04,2,"FR 4404288418",1,1,2024-03-30,"NULL",2024-04-06,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-03-30,"N",2021-12-04,NA,NA,3,2024
"3478",4654,118,2,NA,2024-07-05,2288,887,"FR4404288540",2021-12-04,2,"FR 4404288418",1,1,2024-03-30,"NULL",2024-04-06,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-03-30,"N",2021-12-04,NA,NA,3,2024
"3479",4695,452,3,NA,2024-08-07,2288,887,"FR4404288540",2021-12-04,2,"FR 4404288418",1,1,2024-03-30,"NULL",2024-04-06,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-03-30,"N",2021-12-04,NA,NA,3,2024
"3480",4738,452,4,NA,2024-08-28,2288,887,"FR4404288540",2021-12-04,2,"FR 4404288418",1,1,2024-03-30,"NULL",2024-04-06,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-03-30,"N",2021-12-04,NA,NA,3,2024
"3481",4031,428,1,"",2023-04-08,1760,888,"FR4404288541",2021-12-05,2,"FR 4404288287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3482",4058,409,2,NA,2023-04-27,1760,888,"FR4404288541",2021-12-05,2,"FR 4404288287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3483",4480,450,1,NA,2024-03-02,2239,888,"FR4404288541",2021-12-05,2,"FR 4404288287",1,1,2024-01-09,"",2024-01-14,2024-04-12,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-01-09,"N",2021-12-05,NA,NA,1,2024
"3484",3433,369,1,NA,2021-12-14,1765,890,"FR4401541571",2019-07-17,2,"FR 4401541463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3485",4048,341,2,NA,2023-04-22,1776,896,"FR4404288542",2021-12-25,2,"FR 4404288355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3486",4024,415,1,"",2023-04-04,1776,896,"FR4404288542",2021-12-25,2,"FR 4404288355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3487",4100,433,3,NA,2023-06-19,1776,896,"FR4404288542",2021-12-25,2,"FR 4404288355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3488",4755,489,5,NA,2024-09-07,2290,896,"FR4404288542",2021-12-25,2,"FR 4404288355",1,1,2024-03-31,"NULL",2024-04-07,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-03-31,"N",2021-12-25,"B",2025-02-03,3,2024
"3489",4714,434,4,NA,2024-08-17,2290,896,"FR4404288542",2021-12-25,2,"FR 4404288355",1,1,2024-03-31,"NULL",2024-04-07,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-03-31,"N",2021-12-25,"B",2025-02-03,3,2024
"3490",4678,460,3,NA,2024-07-27,2290,896,"FR4404288542",2021-12-25,2,"FR 4404288355",1,1,2024-03-31,"NULL",2024-04-07,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-03-31,"N",2021-12-25,"B",2025-02-03,3,2024
"3491",4655,453,2,NA,2024-07-06,2290,896,"FR4404288542",2021-12-25,2,"FR 4404288355",1,1,2024-03-31,"NULL",2024-04-07,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-03-31,"N",2021-12-25,"B",2025-02-03,3,2024
"3492",4631,466,1,NA,2024-06-17,2290,896,"FR4404288542",2021-12-25,2,"FR 4404288355",1,1,2024-03-31,"NULL",2024-04-07,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2024-03-31,"N",2021-12-25,"B",2025-02-03,3,2024
"3493",4647,385,4,NA,2024-07-01,2222,897,"FR4404288543",2021-12-25,2,"FR 4404288414",1,1,2023-12-19,"NULL",2023-12-26,2024-09-18,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-12-18,"N",2021-12-25,NA,NA,12,2023
"3494",4616,454,3,NA,2024-06-06,2222,897,"FR4404288543",2021-12-25,2,"FR 4404288414",1,1,2023-12-19,"NULL",2023-12-26,2024-09-18,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-12-18,"N",2021-12-25,NA,NA,12,2023
"3495",4674,118,5,NA,2024-07-22,2222,897,"FR4404288543",2021-12-25,2,"FR 4404288414",1,1,2023-12-19,"NULL",2023-12-26,2024-09-18,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-12-18,"N",2021-12-25,NA,NA,12,2023
"3496",4705,452,6,NA,2024-08-10,2222,897,"FR4404288543",2021-12-25,2,"FR 4404288414",1,1,2023-12-19,"NULL",2023-12-26,2024-09-18,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2023-12-18,"N",2021-12-25,NA,NA,12,2023
