LacId,LacAniId,LacNumber,LacDryOffDate,LacCalvingDate,LacColostrumDate,LacRemarks,AniLifeNumber,AniBirthday,AniKeep,AniGenId,AniActive,AniMotherLifeNumber,lactation_length_days,colostrum_length_days,age_at_first_calving.x,age_at_first_calving.y
1353,675,1,11/9/21,6/13/20,6/20/20,#NAME?,FR 4954409920,6/19/18,TRUE,2,TRUE,FR 4954409675,514,7,23,23
1799,675,2,3/31/23,1/17/22,1/21/22,,FR 4954409920,6/19/18,TRUE,2,TRUE,FR 4954409675,438,4,23,23
2147,675,3,8/2/24,8/30/23,9/6/23,#NAME?,FR 4954409920,6/19/18,TRUE,2,TRUE,FR 4954409675,338,7,23,23
2109,676,4,6/14/24,7/5/23,7/12/23,,FR 4954409906,3/9/18,TRUE,2,TRUE,FR 4954409577,345,7,28,28
1909,676,3,5/5/23,7/31/22,8/7/22,#NAME?,FR 4954409906,3/9/18,TRUE,2,TRUE,FR 4954409577,278,7,28,28
2348,676,5,NA,8/18/24,8/23/24,NA,FR 4954409906,3/9/18,TRUE,2,TRUE,FR 4954409577,NA,5,28,28
1645,676,2,5/27/22,7/10/21,7/17/21,#NAME?,FR 4954409906,3/9/18,TRUE,2,TRUE,FR 4954409577,321,7,28,28
1354,676,0,NA,3/9/18,NA,NA,FR 4954409906,3/9/18,TRUE,2,TRUE,FR 4954409577,NA,NA,28,28
1355,676,1,5/17/21,7/18/20,NA,"ordonnance : 0210527775, du 05/05/2021",FR 4954409906,3/9/18,TRUE,2,TRUE,FR 4954409577,303,NA,28,28
1356,677,0,NA,2/22/18,NA,NA,FR 4954409905,2/22/18,TRUE,2,FALSE,FR 4954409803,NA,NA,26,26
1357,677,1,NA,5/17/20,NA,NA,FR 4954409905,2/22/18,TRUE,2,FALSE,FR 4954409803,NA,NA,26,26
1358,678,0,NA,12/18/17,NA,NA,FR 4954409903,12/18/17,TRUE,2,FALSE,FR 4954409680,NA,NA,29,29
1359,678,1,5/17/21,5/30/20,NA,"Ordonnance : 0210527775, du 05/05/2021",FR 4954409903,12/18/17,TRUE,2,FALSE,FR 4954409680,352,NA,29,29
1647,678,2,10/19/21,7/12/21,7/19/21,,FR 4954409903,12/18/17,TRUE,2,FALSE,FR 4954409680,99,7,29,29
1681,679,3,4/24/22,8/26/21,9/2/21,Cause blessure patte arriere droite,FR 4954409839,4/3/17,TRUE,2,FALSE,FR 4954409553,241,7,NA,NA
1360,679,0,NA,4/3/17,NA,NA,FR 4954409839,4/3/17,TRUE,2,FALSE,FR 4954409553,NA,NA,NA,NA
1361,679,2,6/28/21,7/7/20,NA,"Ordonnance n° 000852, du 14/06/2021",FR 4954409839,4/3/17,TRUE,2,FALSE,FR 4954409553,356,NA,NA,NA
1362,680,0,NA,1/3/16,NA,NA,FR 4954409802,1/3/16,TRUE,2,FALSE,FR 4954409572,NA,NA,NA,NA
1363,680,3,10/4/21,6/21/20,NA,#NAME?,FR 4954409802,1/3/16,TRUE,2,FALSE,FR 4954409572,470,NA,NA,NA
1752,680,4,4/14/23,11/28/21,12/5/21,#NAME?,FR 4954409802,1/3/16,TRUE,2,FALSE,FR 4954409572,502,7,NA,NA
1364,681,0,NA,7/29/20,NA,NA,FR 4404288460,7/29/20,TRUE,2,FALSE,FR 4404288286,NA,NA,27,27
2240,681,2,8/10/24,1/12/24,1/19/24,#NAME?,FR 4404288460,7/29/20,TRUE,2,FALSE,FR 4404288286,211,7,27,27
1985,681,1,11/17/23,11/26/22,12/3/22,"BAISSE RUMINATION le 18/11/23    //    Repasser sur le Quai = RAS
Remis ORBENOR + ORBESEAL",FR 4404288460,7/29/20,TRUE,2,FALSE,FR 4404288286,356,7,27,27
1366,682,0,NA,7/30/20,NA,NA,FR 4401541629,7/30/20,TRUE,2,FALSE,FR 4401541432,NA,NA,NA,NA
1367,683,0,NA,8/1/20,NA,NA,FR 4401541630,8/1/20,TRUE,2,FALSE,FR 4401541501,NA,NA,NA,NA
1368,684,0,NA,8/2/20,NA,NA,FR 4401541631,8/2/20,TRUE,2,FALSE,FR 4401550537,NA,NA,NA,NA
1369,685,0,NA,8/3/20,NA,NA,FR 4401541632,8/3/20,TRUE,2,FALSE,FR 4401541441,NA,NA,NA,NA
1370,686,0,NA,7/24/16,NA,NA,,7/24/16,TRUE,2,FALSE,FR 4401572140,NA,NA,73,73
1370,686,0,NA,7/24/16,NA,NA,,7/24/16,TRUE,2,FALSE,FR 4401572140,NA,NA,73,91
1370,686,0,NA,7/24/16,NA,NA,,7/24/16,TRUE,2,FALSE,FR 4401572140,NA,NA,73,72
1370,686,0,NA,7/24/16,NA,NA,,7/24/16,TRUE,2,FALSE,FR 4401572140,NA,NA,91,73
1370,686,0,NA,7/24/16,NA,NA,,7/24/16,TRUE,2,FALSE,FR 4401572140,NA,NA,91,91
1370,686,0,NA,7/24/16,NA,NA,,7/24/16,TRUE,2,FALSE,FR 4401572140,NA,NA,91,72
1370,686,0,NA,7/24/16,NA,NA,,7/24/16,TRUE,2,FALSE,FR 4401572140,NA,NA,72,73
1370,686,0,NA,7/24/16,NA,NA,,7/24/16,TRUE,2,FALSE,FR 4401572140,NA,NA,72,91
1370,686,0,NA,7/24/16,NA,NA,,7/24/16,TRUE,2,FALSE,FR 4401572140,NA,NA,72,72
1371,687,0,NA,2/4/19,NA,NA,FR 4401541547,2/4/19,TRUE,2,FALSE,FR 4939387227,NA,NA,NA,NA
1372,688,0,NA,2/9/19,NA,NA,FR 4401541550,2/9/19,TRUE,2,FALSE,FR 4401541424,NA,NA,NA,NA
1373,689,0,NA,10/8/12,NA,NA,FR 5371202098,10/8/12,TRUE,2,FALSE,FR 5370613117,NA,NA,NA,NA
1374,690,0,NA,8/10/20,NA,NA,FR 4401541633,8/10/20,TRUE,2,FALSE,FR 4401541515,NA,NA,NA,NA
1375,691,0,NA,1/30/19,NA,NA,FR 4401541546,1/30/19,TRUE,2,FALSE,FR 4939387183,NA,NA,NA,NA
1376,692,0,NA,1/2/19,NA,NA,FR 4401543949,1/2/19,TRUE,2,FALSE,FR 4401541447,NA,NA,NA,NA
1377,693,0,NA,12/12/18,NA,NA,FR 4401541542,12/12/18,TRUE,2,FALSE,FR 4401541452,NA,NA,NA,NA
1378,694,0,NA,10/26/15,NA,NA,FR 5345849921,10/26/15,TRUE,2,FALSE,FR 5345849792,NA,NA,NA,NA
1380,695,0,NA,8/12/20,NA,NA,FR 4401541634,8/12/20,TRUE,2,FALSE,FR 4401541504,NA,NA,NA,NA
1382,696,0,NA,8/15/20,NA,NA,FR 4404288461,8/15/20,TRUE,2,TRUE,FR 4944526074,NA,NA,24,24
1922,696,1,6/16/23,8/21/22,8/28/22,#NAME?,FR 4404288461,8/15/20,TRUE,2,TRUE,FR 4944526074,299,7,24,24
2113,696,2,5/24/24,7/14/23,7/21/23,,FR 4404288461,8/15/20,TRUE,2,TRUE,FR 4944526074,315,7,24,24
2346,696,3,NA,8/12/24,8/19/24,NA,FR 4404288461,8/15/20,TRUE,2,TRUE,FR 4944526074,NA,7,24,24
1384,697,0,NA,8/15/20,NA,NA,FR 4401541636,8/15/20,TRUE,2,FALSE,FR 4401541390,NA,NA,NA,NA
1387,698,0,NA,8/25/16,NA,NA,,8/25/16,TRUE,2,FALSE,FR 4401572089,NA,NA,73,73
1387,698,0,NA,8/25/16,NA,NA,,8/25/16,TRUE,2,FALSE,FR 4401572089,NA,NA,73,91
1387,698,0,NA,8/25/16,NA,NA,,8/25/16,TRUE,2,FALSE,FR 4401572089,NA,NA,73,72
1387,698,0,NA,8/25/16,NA,NA,,8/25/16,TRUE,2,FALSE,FR 4401572089,NA,NA,91,73
1387,698,0,NA,8/25/16,NA,NA,,8/25/16,TRUE,2,FALSE,FR 4401572089,NA,NA,91,91
1387,698,0,NA,8/25/16,NA,NA,,8/25/16,TRUE,2,FALSE,FR 4401572089,NA,NA,91,72
1387,698,0,NA,8/25/16,NA,NA,,8/25/16,TRUE,2,FALSE,FR 4401572089,NA,NA,72,73
1387,698,0,NA,8/25/16,NA,NA,,8/25/16,TRUE,2,FALSE,FR 4401572089,NA,NA,72,91
1387,698,0,NA,8/25/16,NA,NA,,8/25/16,TRUE,2,FALSE,FR 4401572089,NA,NA,72,72
1388,699,0,NA,8/26/16,NA,NA,,8/26/16,TRUE,2,FALSE,FR 4401572111,NA,NA,73,73
1388,699,0,NA,8/26/16,NA,NA,,8/26/16,TRUE,2,FALSE,FR 4401572111,NA,NA,73,91
1388,699,0,NA,8/26/16,NA,NA,,8/26/16,TRUE,2,FALSE,FR 4401572111,NA,NA,73,72
1388,699,0,NA,8/26/16,NA,NA,,8/26/16,TRUE,2,FALSE,FR 4401572111,NA,NA,91,73
1388,699,0,NA,8/26/16,NA,NA,,8/26/16,TRUE,2,FALSE,FR 4401572111,NA,NA,91,91
1388,699,0,NA,8/26/16,NA,NA,,8/26/16,TRUE,2,FALSE,FR 4401572111,NA,NA,91,72
1388,699,0,NA,8/26/16,NA,NA,,8/26/16,TRUE,2,FALSE,FR 4401572111,NA,NA,72,73
1388,699,0,NA,8/26/16,NA,NA,,8/26/16,TRUE,2,FALSE,FR 4401572111,NA,NA,72,91
1388,699,0,NA,8/26/16,NA,NA,,8/26/16,TRUE,2,FALSE,FR 4401572111,NA,NA,72,72
1390,700,0,NA,8/23/20,NA,NA,FR 4401541637,8/23/20,TRUE,2,FALSE,FR 4401541529,NA,NA,NA,NA
1391,701,0,NA,8/26/20,NA,NA,FR 4404288462,8/26/20,TRUE,2,FALSE,FR 4404288343,NA,NA,26,26
1974,701,1,6/6/23,11/10/22,11/15/22,#NAME?,FR 4404288462,8/26/20,TRUE,2,FALSE,FR 4404288343,208,5,26,26
1393,702,0,NA,8/27/20,NA,NA,FR 4401541638,8/27/20,TRUE,2,FALSE,FR 4401541500,NA,NA,NA,NA
1395,703,0,NA,8/31/20,NA,NA,FR 4404288463,8/31/20,TRUE,2,FALSE,FR 4404288303,NA,NA,27,27
1989,703,1,7/4/23,12/5/22,12/8/22,#NAME?,FR 4404288463,8/31/20,TRUE,2,FALSE,FR 4404288303,211,3,27,27
1398,704,0,NA,8/31/20,NA,NA,FR 4401541639,8/31/20,TRUE,2,FALSE,FR 4401541530,NA,NA,NA,NA
1399,705,0,NA,9/2/18,NA,NA,FR 4964180227,9/2/18,TRUE,2,FALSE,FR 4964180078,NA,NA,NA,NA
1400,706,0,NA,9/2/20,NA,NA,FR 4404288464,9/2/20,TRUE,2,TRUE,FR 4404288289,NA,NA,NA,NA
1402,707,0,NA,9/4/20,NA,NA,FR 4404288465,9/4/20,TRUE,2,FALSE,FR 4404288353,NA,NA,28,28
2030,707,1,9/12/23,1/23/23,1/30/23,,FR 4404288465,9/4/20,TRUE,2,FALSE,FR 4404288353,232,7,28,28
1948,708,1,6/29/23,10/8/22,10/13/22,#NAME?,FR 4404288466,9/8/20,TRUE,2,TRUE,FR 4404288351,264,5,25,25
2143,708,2,7/19/24,8/27/23,9/4/23,#NAME?,FR 4404288466,9/8/20,TRUE,2,TRUE,FR 4404288351,327,8,25,25
2361,708,3,NA,9/5/24,9/12/24,NA,FR 4404288466,9/8/20,TRUE,2,TRUE,FR 4404288351,NA,7,25,25
1404,708,0,NA,9/8/20,NA,NA,FR 4404288466,9/8/20,TRUE,2,TRUE,FR 4404288351,NA,NA,25,25
1408,709,0,NA,9/17/20,NA,NA,FR 4404288467,9/17/20,TRUE,2,FALSE,FR 4404288349,NA,NA,25,25
2208,709,2,12/8/23,11/28/23,12/6/23,ACCIDENT / GLISSADE le 05/12/2023,FR 4404288467,9/17/20,TRUE,2,FALSE,FR 4404288349,10,8,25,25
1977,709,1,9/29/23,11/13/22,11/20/22,,FR 4404288467,9/17/20,TRUE,2,FALSE,FR 4404288349,320,7,25,25
1972,710,1,10/7/23,11/7/22,11/15/22,,FR 4404288468,9/18/20,TRUE,2,TRUE,FR 4404288139,334,8,25,25
2210,710,2,9/13/24,12/5/23,12/10/23,#NAME?,FR 4404288468,9/18/20,TRUE,2,TRUE,FR 4404288139,283,5,25,25
1411,710,0,NA,9/18/20,NA,NA,FR 4404288468,9/18/20,TRUE,2,TRUE,FR 4404288139,NA,NA,25,25
1413,711,0,NA,9/22/20,NA,NA,FR 4404288469,9/22/20,TRUE,2,FALSE,FR 4404288145,NA,NA,24,24
1954,711,1,7/21/23,10/17/22,10/24/22, + ORBESEAL,FR 4404288469,9/22/20,TRUE,2,FALSE,FR 4404288145,277,7,24,24
2159,711,2,NA,9/3/23,9/8/23,NA,FR 4404288469,9/22/20,TRUE,2,FALSE,FR 4404288145,NA,5,24,24
1964,712,1,12/15/23,11/2/22,11/9/22,Orbenor + Orbeseal 4 Q,FR 4404288470,9/23/20,TRUE,2,TRUE,FR 4404288283,408,7,25,25
2262,712,2,NA,2/20/24,2/27/24,NA,FR 4404288470,9/23/20,TRUE,2,TRUE,FR 4404288283,NA,7,25,25
1415,712,0,NA,9/23/20,NA,NA,FR 4404288470,9/23/20,TRUE,2,TRUE,FR 4404288283,NA,NA,25,25
1418,713,0,NA,9/24/20,NA,NA,FR 4404288471,9/24/20,TRUE,2,FALSE,FR 4404658920,NA,NA,25,25
2191,713,2,10/27/23,10/23/23,10/30/23,,FR 4404288471,9/24/20,TRUE,2,FALSE,FR 4404658920,4,7,25,25
1968,713,1,9/8/23,11/5/22,11/10/22,,FR 4404288471,9/24/20,TRUE,2,FALSE,FR 4404658920,307,5,25,25
2016,714,1,10/15/23,1/12/23,1/19/23,,FR 4404288472,9/24/20,TRUE,2,FALSE,FR 4404288355,276,7,27,27
1420,714,0,NA,9/24/20,NA,NA,FR 4404288472,9/24/20,TRUE,2,FALSE,FR 4404288355,NA,NA,27,27
1422,715,0,NA,9/29/20,NA,NA,FR 4404288473,9/29/20,TRUE,2,TRUE,FR 4404288306,NA,NA,28,28
2037,715,1,4/12/24,2/5/23,2/12/23,#NAME?,FR 4404288473,9/29/20,TRUE,2,TRUE,FR 4404288306,432,7,28,28
2339,715,2,NA,8/6/24,8/13/24,NA,FR 4404288473,9/29/20,TRUE,2,TRUE,FR 4404288306,NA,7,28,28
2267,716,2,NA,3/2/24,3/9/24,NA,FR 4404288474,9/30/20,TRUE,2,TRUE,FR 4401572218,NA,7,30,30
2062,716,1,10/20/23,3/30/23,4/4/23,,FR 4404288474,9/30/20,TRUE,2,TRUE,FR 4401572218,204,5,30,30
1424,716,0,NA,9/30/20,NA,NA,FR 4404288474,9/30/20,TRUE,2,TRUE,FR 4401572218,NA,NA,30,30
1430,717,0,NA,10/8/20,NA,NA,FR 4404288475,10/8/20,TRUE,2,TRUE,FR 4404288324,NA,NA,25,25
1990,717,1,9/22/23,12/6/22,12/10/22,,FR 4404288475,10/8/20,TRUE,2,TRUE,FR 4404288324,290,4,25,25
2204,717,2,NA,11/11/23,11/18/23,NA,FR 4404288475,10/8/20,TRUE,2,TRUE,FR 4404288324,NA,7,25,25
2216,718,2,NA,12/16/23,12/23/23,NA,FR 4404288476,10/17/20,TRUE,2,TRUE,FR 4404288318,NA,7,27,27
2024,718,1,10/27/23,1/17/23,1/21/23,,FR 4404288476,10/17/20,TRUE,2,TRUE,FR 4404288318,283,4,27,27
1434,718,0,NA,10/17/20,NA,NA,FR 4404288476,10/17/20,TRUE,2,TRUE,FR 4404288318,NA,NA,27,27
1439,719,0,NA,10/27/20,NA,NA,FR 4404288477,10/27/20,TRUE,2,TRUE,FR 4404288098,NA,NA,25,25
1998,719,1,12/1/23,12/26/22,12/30/22,#NAME?,FR 4404288477,10/27/20,TRUE,2,TRUE,FR 4404288098,340,4,25,25
2254,719,2,NA,1/27/24,1/31/24,NA,FR 4404288477,10/27/20,TRUE,2,TRUE,FR 4404288098,NA,4,25,25
2213,720,2,NA,12/13/23,12/20/23,NA,FR 4404288478,11/3/20,TRUE,2,TRUE,FR 4404288360,NA,7,25,25
2009,720,1,10/7/23,1/2/23,1/9/23,,FR 4404288478,11/3/20,TRUE,2,TRUE,FR 4404288360,278,7,25,25
1441,720,0,NA,11/3/20,NA,NA,FR 4404288478,11/3/20,TRUE,2,TRUE,FR 4404288360,NA,NA,25,25
1446,721,0,NA,11/14/20,NA,NA,FR 4401541656,11/14/20,TRUE,2,FALSE,FR 4401541472,NA,NA,NA,NA
1448,722,0,NA,12/9/18,NA,NA,FR 4401541540,12/9/18,TRUE,2,FALSE,FR 4944441117,NA,NA,NA,NA
1449,723,0,NA,11/20/20,NA,NA,FR 4401541657,11/20/20,TRUE,2,FALSE,FR 4435990692,NA,NA,NA,NA
1452,724,0,NA,11/24/20,NA,NA,FR 4401541658,11/24/20,TRUE,2,FALSE,FR 4401541528,NA,NA,NA,NA
1454,725,0,NA,2/7/19,NA,NA,FR 4401541548,2/7/19,TRUE,2,FALSE,FR 4401541440,NA,NA,NA,NA
1455,726,0,NA,11/25/18,NA,NA,FR 4401541536,11/25/18,TRUE,2,FALSE,FR 4944441107,NA,NA,NA,NA
1456,727,0,NA,11/25/20,NA,NA,FR 4404288480,11/25/20,TRUE,2,FALSE,FR 4404288185,NA,NA,NA,NA
2058,727,2,NA,3/26/23,4/2/23,NA,FR 4404288480,11/25/20,TRUE,2,FALSE,FR 4404288185,NA,7,NA,NA
1458,728,0,NA,2/11/19,NA,NA,FR 4401541551,2/11/19,TRUE,2,FALSE,FR 4939387226,NA,NA,NA,NA
1459,729,0,NA,12/29/18,NA,NA,FR 4401541545,12/29/18,TRUE,2,FALSE,FR 4401541431,NA,NA,NA,NA
1460,730,0,NA,12/21/18,NA,NA,FR 4401541544,12/21/18,TRUE,2,FALSE,FR 4401541458,NA,NA,NA,NA
1461,731,0,NA,12/10/18,NA,NA,FR 4401541541,12/10/18,TRUE,2,FALSE,FR 4401541454,NA,NA,NA,NA
1462,732,0,NA,12/1/18,NA,NA,FR 4401541537,12/1/18,TRUE,2,FALSE,FR 4944441128,NA,NA,NA,NA
1463,733,0,NA,11/8/18,NA,NA,FR 4401541534,11/8/18,TRUE,2,FALSE,FR 4401541383,NA,NA,NA,NA
1464,734,0,NA,12/29/18,NA,NA,FR 3511031001,12/29/18,TRUE,2,FALSE,FR 3511030594,NA,NA,NA,NA
1466,735,0,NA,12/2/20,NA,NA,FR 4401541659,12/2/20,TRUE,2,FALSE,FR 4435990676,NA,NA,NA,NA
1467,736,0,NA,12/2/20,NA,NA,FR 4404288481,12/2/20,TRUE,2,FALSE,FR 4404288202,NA,NA,25,25
2017,736,1,9/29/23,1/13/23,1/20/23,,FR 4404288481,12/2/20,TRUE,2,FALSE,FR 4404288202,259,7,25,25
1469,737,0,NA,12/27/18,NA,NA,FR 3511030992,12/27/18,TRUE,2,FALSE,FR 3511030420,NA,NA,NA,NA
1470,738,0,NA,11/21/18,NA,NA,FR 4401541535,11/21/18,TRUE,2,FALSE,FR 4944441101,NA,NA,NA,NA
1473,739,0,NA,12/4/20,NA,NA,FR 4401541661,12/4/20,TRUE,2,FALSE,FR 4401541527,NA,NA,NA,NA
1474,740,0,NA,12/5/20,NA,NA,FR 4404288482,12/5/20,TRUE,2,TRUE,FR 4404288251,NA,NA,24,24
2005,740,1,4/12/24,1/1/23,1/8/23,,FR 4404288482,12/5/20,TRUE,2,TRUE,FR 4404288251,467,7,24,24
2052,741,1,6/12/23,3/15/23,3/22/23,,FR 4404288483,12/5/20,TRUE,2,TRUE,FR 4404288314,89,7,27,27
1476,741,0,NA,12/5/20,NA,NA,FR 4404288483,12/5/20,TRUE,2,TRUE,FR 4404288314,NA,NA,27,27
1479,742,0,NA,12/22/18,NA,NA,FR 3511030994,12/22/18,TRUE,2,FALSE,FR 3511030664,NA,NA,NA,NA
1481,743,0,NA,12/9/20,NA,NA,FR 4404288484,12/9/20,TRUE,2,TRUE,FR 4404288217,NA,NA,28,28
2082,743,1,3/18/24,5/1/23,5/8/23,#NAME?,FR 4404288484,12/9/20,TRUE,2,TRUE,FR 4404288217,322,7,28,28
2307,743,2,NA,5/6/24,5/10/24,NA,FR 4404288484,12/9/20,TRUE,2,TRUE,FR 4404288217,NA,4,28,28
1483,744,0,NA,12/9/20,NA,NA,FR 4401541662,12/9/20,TRUE,2,FALSE,FR 4401541498,NA,NA,NA,NA
1484,745,0,NA,12/11/20,NA,NA,FR 4404288485,12/11/20,TRUE,2,TRUE,FR 4401572223,NA,NA,27,27
2260,745,2,NA,2/14/24,2/18/24,NA,FR 4404288485,12/11/20,TRUE,2,TRUE,FR 4401572223,NA,4,27,27
2054,745,1,12/15/23,3/19/23,3/26/23,Orbenor + Orbeseal 4 Q,FR 4404288485,12/11/20,TRUE,2,TRUE,FR 4401572223,271,7,27,27
1486,746,0,NA,12/14/20,NA,NA,FR 4401541663,12/14/20,TRUE,2,FALSE,FR 4401550508,NA,NA,NA,NA
1487,747,0,NA,12/17/20,NA,NA,FR 4401541664,12/17/20,TRUE,2,FALSE,FR 4401541519,NA,NA,NA,NA
1489,748,0,NA,12/19/20,NA,NA,FR 4404288486,12/19/20,TRUE,2,FALSE,FR 4404288266,NA,NA,28,28
2089,748,1,6/21/24,5/5/23,5/13/23,#NAME?,FR 4404288486,12/19/20,TRUE,2,FALSE,FR 4404288266,413,8,28,28
2349,748,2,NA,8/20/24,8/24/24,NA,FR 4404288486,12/19/20,TRUE,2,FALSE,FR 4404288266,NA,4,28,28
1491,749,0,NA,12/21/20,NA,NA,FR 4401541666,12/21/20,TRUE,2,FALSE,FR 4401541440,NA,NA,NA,NA
1492,750,0,NA,12/20/20,NA,NA,FR 4401541665,12/20/20,TRUE,2,FALSE,FR 4906156898,NA,NA,NA,NA
1493,751,0,NA,7/22/16,NA,NA,,7/22/16,TRUE,2,FALSE,FR 4401572120,NA,NA,73,73
1493,751,0,NA,7/22/16,NA,NA,,7/22/16,TRUE,2,FALSE,FR 4401572120,NA,NA,73,91
1493,751,0,NA,7/22/16,NA,NA,,7/22/16,TRUE,2,FALSE,FR 4401572120,NA,NA,73,72
1493,751,0,NA,7/22/16,NA,NA,,7/22/16,TRUE,2,FALSE,FR 4401572120,NA,NA,91,73
1493,751,0,NA,7/22/16,NA,NA,,7/22/16,TRUE,2,FALSE,FR 4401572120,NA,NA,91,91
1493,751,0,NA,7/22/16,NA,NA,,7/22/16,TRUE,2,FALSE,FR 4401572120,NA,NA,91,72
1493,751,0,NA,7/22/16,NA,NA,,7/22/16,TRUE,2,FALSE,FR 4401572120,NA,NA,72,73
1493,751,0,NA,7/22/16,NA,NA,,7/22/16,TRUE,2,FALSE,FR 4401572120,NA,NA,72,91
1493,751,0,NA,7/22/16,NA,NA,,7/22/16,TRUE,2,FALSE,FR 4401572120,NA,NA,72,72
1494,752,0,NA,12/21/20,NA,NA,FR 4404288487,12/21/20,TRUE,2,TRUE,FR 4404288317,NA,NA,27,27
2278,752,2,NA,3/19/24,3/26/24,NA,FR 4404288487,12/21/20,TRUE,2,TRUE,FR 4404288317,NA,7,27,27
2071,752,1,1/12/24,4/11/23,4/18/23,#NAME?,FR 4404288487,12/21/20,TRUE,2,TRUE,FR 4404288317,276,7,27,27
1496,753,0,NA,12/8/18,NA,NA,FR 4401541539,12/8/18,TRUE,2,FALSE,FR 4406645022,NA,NA,NA,NA
1497,754,0,NA,3/13/19,NA,NA,FR 4401541554,3/13/19,TRUE,2,FALSE,FR 4401541427,NA,NA,NA,NA
1498,755,0,NA,12/25/20,NA,NA,FR 4401541667,12/25/20,TRUE,2,FALSE,FR 4435990663,NA,NA,NA,NA
1499,756,0,NA,12/25/20,NA,NA,FR 4401541668,12/25/20,TRUE,2,FALSE,FR 4963720288,NA,NA,NA,NA
1501,757,0,NA,12/29/20,NA,NA,FR 4401541669,12/29/20,TRUE,2,FALSE,FR 4944441121,NA,NA,NA,NA
1505,758,0,NA,1/10/21,NA,NA,FR 4404288488,1/10/21,TRUE,2,TRUE,FR 4404288322,NA,NA,26,26
2056,758,1,1/11/24,3/25/23,3/29/23,#NAME?,FR 4404288488,1/10/21,TRUE,2,TRUE,FR 4404288322,292,4,26,26
2270,758,2,NA,3/14/24,3/21/24,NA,FR 4404288488,1/10/21,TRUE,2,TRUE,FR 4404288322,NA,7,26,26
1510,759,0,NA,2/14/13,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,73,73
1510,759,0,NA,2/14/13,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,73,91
1510,759,0,NA,2/14/13,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,73,72
1510,759,0,NA,2/14/13,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,91,73
1510,759,0,NA,2/14/13,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,91,91
1510,759,0,NA,2/14/13,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,91,72
1510,759,0,NA,2/14/13,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,72,73
1510,759,0,NA,2/14/13,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,72,91
1510,759,0,NA,2/14/13,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,72,72
1511,759,1,NA,9/24/20,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,73,73
1511,759,1,NA,9/24/20,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,73,91
1511,759,1,NA,9/24/20,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,73,72
1511,759,1,NA,9/24/20,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,91,73
1511,759,1,NA,9/24/20,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,91,91
1511,759,1,NA,9/24/20,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,91,72
1511,759,1,NA,9/24/20,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,72,73
1511,759,1,NA,9/24/20,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,72,91
1511,759,1,NA,9/24/20,NA,NA,,2/14/13,TRUE,2,FALSE,NA,NA,NA,72,72
1512,760,0,NA,3/30/14,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,73,73
1512,760,0,NA,3/30/14,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,73,91
1512,760,0,NA,3/30/14,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,73,72
1512,760,0,NA,3/30/14,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,91,73
1512,760,0,NA,3/30/14,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,91,91
1512,760,0,NA,3/30/14,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,91,72
1512,760,0,NA,3/30/14,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,72,73
1512,760,0,NA,3/30/14,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,72,91
1512,760,0,NA,3/30/14,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,72,72
1513,760,1,NA,4/16/20,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,73,73
1513,760,1,NA,4/16/20,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,73,91
1513,760,1,NA,4/16/20,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,73,72
1513,760,1,NA,4/16/20,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,91,73
1513,760,1,NA,4/16/20,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,91,91
1513,760,1,NA,4/16/20,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,91,72
1513,760,1,NA,4/16/20,NA,NA,,3/30/14,TRUE,2,FALSE,NA,NA,NA,72,73
