"","AniLifeNumber","lac_number_calculated","AniBirthday","AniActive","milk_production_start_date","milk_production_end_date","last_milk_date","total_milk_prod","mean_fat_percent","mean_protein_percent","dry_off_date","dry_off_interval","still_milking","LacCalvingDate","age_at_first_calving","lactation_duration"
"449","FR4404288274",1,2017-02-15,FALSE,2019-06-10,2019-08-21,2019-08-21,2197.8,3.21671428571429,3.23314285714286,2019-08-21,NA,FALSE,2019-06-08,27,72
"450","FR4404288275",1,2017-02-22,FALSE,2019-04-27,2020-03-09,2020-03-09,7670.4,4.01707165109034,3.21953271028037,2020-03-09,NA,FALSE,2019-04-26,26,317
"451","FR4404288276",1,2017-03-12,TRUE,2019-05-22,2020-03-08,2020-03-08,8850,4.36898648648649,3.37300675675676,2020-03-08,120,FALSE,2019-05-22,26,291
"452","FR4404288276",2,2017-03-12,TRUE,2020-07-06,2021-06-04,2021-06-04,11182.1,4.66547337278107,3.51943786982249,2021-06-04,50,FALSE,2020-07-05,26,333
"453","FR4404288276",3,2017-03-12,TRUE,2021-07-24,2022-09-16,2022-09-16,13170.3,4.92823529411765,3.57889411764706,2022-09-16,83,FALSE,2021-07-24,26,419
"454","FR4404288276",5,2017-03-12,TRUE,2023-01-16,2023-10-27,2023-10-27,11406.7,4.76825783972125,3.48386759581882,2023-10-27,77,FALSE,2023-01-16,26,284
"455","FR4404288276",6,2017-03-12,TRUE,2024-01-12,2024-09-19,2024-09-19,10258.1,4.68027450980392,3.68458823529412,2024-09-19,NA,TRUE,2024-01-12,26,251
"456","FR4404288279",1,2017-03-30,TRUE,2019-04-03,2020-01-23,2020-01-23,9341.6,4.78347826086956,3.3694983277592,2020-01-23,53,FALSE,2019-04-03,24,295
"457","FR4404288279",2,2017-03-30,TRUE,2020-03-16,2021-02-03,2021-02-03,10347.9,5.33727272727273,3.58254545454545,2021-02-03,53,FALSE,2020-03-15,24,324
"458","FR4404288279",3,2017-03-30,TRUE,2021-03-28,2022-04-08,2022-04-08,16198,5.23209973753281,3.38057742782152,2022-04-08,55,FALSE,2021-03-28,24,376
"459","FR4404288279",4,2017-03-30,TRUE,2022-06-02,2023-07-21,2023-07-21,17636.3,5.51857142857143,3.50445238095238,2023-07-21,49,FALSE,2022-06-02,24,414
"460","FR4404288279",5,2017-03-30,TRUE,2023-09-08,2024-03-22,2024-03-22,8811.7,5.42829145728643,3.54261306532663,2024-03-22,NA,FALSE,2023-09-07,24,196
"461","FR4404288282",1,2017-04-11,FALSE,2019-07-05,2019-07-05,2019-07-05,3.3,4.55,4.56,2019-07-05,NA,FALSE,2019-07-04,26,0
"462","FR4404288283",1,2017-05-03,FALSE,2019-06-12,2020-07-17,2020-07-17,10742.6,4.61745098039216,3.39698529411765,2020-07-17,36,FALSE,2019-06-11,25,401
"463","FR4404288283",3,2017-05-03,FALSE,2020-09-24,2021-08-03,2021-08-03,10106.6,4.555,3.44541139240506,2021-08-03,84,FALSE,2020-09-24,25,313
"464","FR4404288283",4,2017-05-03,FALSE,2021-10-26,2022-09-24,2022-09-24,12639,4.76744807121662,3.42557863501484,2022-09-24,75,FALSE,2021-10-26,25,333
"465","FR4404288283",6,2017-05-03,FALSE,2023-01-21,2023-10-27,2023-10-27,9579.79999999999,5.26095406360424,3.51003533568905,2023-10-27,NA,FALSE,2023-01-21,25,279
"466","FR4404288285",1,2017-05-23,FALSE,2019-08-03,2019-10-18,2019-10-18,1835.6,3.49076923076923,3.05076923076923,2019-10-18,NA,FALSE,2019-08-02,26,76
"467","FR4404288286",1,2017-05-25,FALSE,2019-07-17,2020-06-01,2020-06-01,9238.7,3.76938650306748,3.4498773006135,2020-06-01,59,FALSE,2019-07-16,25,320
"468","FR4404288286",2,2017-05-25,FALSE,2020-07-30,2021-05-17,2021-05-17,8992.7,4.04246621621622,3.64692567567568,2021-05-17,45,FALSE,2020-07-29,25,291
"469","FR4404288286",3,2017-05-25,FALSE,2021-07-01,2022-05-25,2022-05-25,11866.3,3.81563253012048,3.49743975903614,2022-05-25,13,FALSE,2021-07-01,25,328
"470","FR4404288286",5,2017-05-25,FALSE,2022-07-16,2024-01-29,2024-01-29,19568.7,4.73783831282953,3.6997539543058,2024-01-29,NA,FALSE,2022-07-16,25,562
"471","FR4404288287",1,2017-06-07,FALSE,2019-06-08,2020-08-21,2020-08-21,15110,3.77765765765766,3.19891891891892,2020-08-21,64,FALSE,2019-06-08,24,440
"472","FR4404288287",2,2017-06-07,FALSE,2020-10-24,2021-10-15,2021-10-15,15897.7,3.75387811634349,3.23783933518006,2021-10-15,52,FALSE,2020-10-23,24,356
"473","FR4404288287",3,2017-06-07,FALSE,2021-12-06,2023-01-30,2023-01-30,17621.7,4.31734117647059,3.44550588235294,2023-01-30,NA,FALSE,2021-12-06,24,420
"474","FR4404288288",1,2017-06-19,TRUE,2020-01-20,2020-10-23,2020-10-23,7013.1,3.51593639575972,3.45409893992933,2020-10-23,105,FALSE,2020-01-19,31,277
"475","FR4404288288",2,2017-06-19,TRUE,2021-02-05,2021-11-02,2021-11-02,8204.29999999999,3.66346715328467,3.47357664233577,2021-11-02,79,FALSE,2021-02-04,31,270
"476","FR4404288288",3,2017-06-19,TRUE,2022-01-20,2022-10-28,2022-10-28,9676.8,3.60757894736842,3.42824561403509,2022-10-28,41,FALSE,2022-01-20,31,281
"477","FR4404288288",5,2017-06-19,TRUE,2022-12-23,2023-09-12,2023-09-12,8858.4,3.90411985018727,3.58749063670412,2023-09-12,125,FALSE,2022-12-23,31,263
"478","FR4404288288",6,2017-06-19,TRUE,2024-01-15,2024-09-18,2024-09-18,9959.3,3.7156,3.55068,2024-09-18,NA,TRUE,2024-01-15,31,247
"479","FR4404288289",1,2017-06-26,FALSE,2019-10-09,2020-07-16,2020-07-16,9727.1,3.56613240418118,3.24268292682927,2020-07-16,37,FALSE,2019-10-09,27,281
"480","FR4404288289",3,2017-06-26,FALSE,2020-09-02,2021-08-13,2021-08-13,14476.4,3.39454285714286,3.23777142857143,2021-08-13,52,FALSE,2020-09-02,27,345
"481","FR4404288289",4,2017-06-26,FALSE,2021-10-04,2022-08-19,2022-08-19,13600.4,3.39708978328173,3.26482972136223,2022-08-19,18,FALSE,2021-10-04,27,319
"482","FR4404288289",6,2017-06-26,FALSE,2022-10-06,2023-09-05,2023-09-05,13447,4.0501775147929,3.38828402366864,2023-09-05,NA,FALSE,2022-10-06,27,334
"483","FR4404288290",1,2017-07-01,FALSE,2019-11-22,2021-08-09,2021-08-09,17541,4.80806299212598,3.24374803149606,2021-08-09,NA,FALSE,2019-11-22,28,626
"484","FR4404288291",1,2017-07-07,FALSE,2019-07-08,2020-06-19,2020-06-19,8095.4,4.6093220338983,3.34429378531073,2020-06-19,57,FALSE,2019-07-07,24,347
"485","FR4404288291",2,2017-07-07,FALSE,2020-08-15,2021-06-28,2021-06-28,10744.9,4.38465838509317,3.3072049689441,2021-06-28,47,FALSE,2020-08-14,24,317
"486","FR4404288291",3,2017-07-07,FALSE,2021-08-14,2022-07-17,2022-07-17,12595.7,4.5693567251462,3.26125730994152,2022-07-17,51,FALSE,2021-08-14,24,337
"487","FR4404288294",1,2017-08-10,FALSE,2019-11-11,2020-09-21,2020-09-21,9940.6,5.12735202492212,3.53317757009346,2020-09-21,37,FALSE,2019-11-11,27,315
"488","FR4404288294",2,2017-08-10,FALSE,2020-10-28,2021-09-09,2021-09-09,9016.3,5.53726962457338,3.67911262798635,2021-09-09,10,FALSE,2020-10-27,27,316
"489","FR4404288294",4,2017-08-10,FALSE,2021-10-20,2022-08-26,2022-08-26,11420.5,5.50754777070064,3.54668789808917,2022-08-26,11,FALSE,2021-10-19,27,310
"490","FR4404288298",1,2017-08-12,FALSE,2019-08-20,2020-07-17,2020-07-17,9407.6,3.9374328358209,3.26450746268657,2020-07-17,39,FALSE,2019-08-20,24,332
"491","FR4404288298",2,2017-08-12,FALSE,2020-08-25,2021-03-02,2021-03-02,7651,3.39213541666667,3.13583333333333,2021-03-02,189,FALSE,2020-08-24,24,189
"492","FR4404288298",3,2017-08-12,FALSE,2021-09-07,2022-07-08,2022-07-08,12571.2,3.90272727272727,3.17714285714286,2022-07-08,43,FALSE,2021-09-07,24,304
"493","FR4404288298",4,2017-08-12,FALSE,2022-08-20,2023-05-19,2023-05-19,10519.5,4.09576086956522,3.31028985507246,2023-05-19,NA,FALSE,2022-08-20,24,272
"494","FR4404288300",1,2017-08-20,FALSE,2019-10-08,2020-11-23,2020-11-23,9540.20000000001,3.88235714285714,3.3457619047619,2020-11-23,NA,FALSE,2019-10-08,25,412
"495","FR4404288302",1,2017-08-23,TRUE,2019-08-01,2020-06-19,2020-06-19,9242.30000000001,3.51124242424242,3.05957575757576,2020-06-19,61,FALSE,2019-08-01,23,323
"496","FR4404288302",2,2017-08-23,TRUE,2020-08-19,2021-06-28,2021-06-28,11063.2,3.58933962264151,3.14820754716981,2021-06-28,47,FALSE,2020-08-18,23,313
"497","FR4404288302",3,2017-08-23,TRUE,2021-08-14,2022-05-27,2022-05-27,10585.8,3.55341379310345,3.12162068965517,2022-05-27,11,FALSE,2021-08-13,23,286
"498","FR4404288302",5,2017-08-23,TRUE,2022-08-11,2023-06-02,2023-06-02,13106.2,3.81293333333333,3.15646666666667,2023-06-02,52,FALSE,2022-08-10,23,295
"499","FR4404288302",6,2017-08-23,TRUE,2023-07-24,2024-05-10,2024-05-10,12177.4,3.92149152542373,3.24772881355932,2024-05-10,119,FALSE,2023-07-23,23,291
"500","FR4404288302",7,2017-08-23,TRUE,2024-09-06,2024-09-19,2024-09-19,639.4,4.66214285714286,3.75142857142857,2024-09-19,NA,TRUE,2024-09-05,23,13
"501","FR4404288303",1,2017-08-27,FALSE,2019-09-06,2020-07-16,2020-07-16,9884.49999999999,4.70009375,3.220375,2020-07-16,37,FALSE,2019-09-06,24,314
"502","FR4404288303",2,2017-08-27,FALSE,2020-08-22,2020-08-22,2020-08-22,0,NA,NA,2020-08-22,9,FALSE,2020-08-31,24,0
"503","FR4404288303",3,2017-08-27,FALSE,2020-08-31,2021-04-10,2021-04-10,7905.9,4.4066814159292,3.18181415929204,2021-04-10,NA,FALSE,2020-08-31,24,222
"504","FR4404288304",1,2017-08-28,FALSE,2020-01-10,2020-05-11,2020-05-11,2334.3,3.966,3.50616,2020-05-11,NA,FALSE,2020-01-09,28,122
"505","FR4404288305",1,2017-09-04,TRUE,2020-01-02,2020-10-19,2020-10-19,8613.5,3.69672297297297,3.29881756756757,2020-10-19,39,FALSE,2020-01-02,27,291
"506","FR4404288305",2,2017-09-04,TRUE,2020-11-27,2021-09-01,2021-09-01,8583.6,3.51719858156028,3.40801418439716,2021-09-01,58,FALSE,2020-11-27,27,278
"507","FR4404288305",3,2017-09-04,TRUE,2021-10-29,2022-10-14,2022-10-14,14152.3,3.56785915492958,3.31188732394366,2022-10-14,55,FALSE,2021-10-28,27,350
"508","FR4404288305",5,2017-09-04,TRUE,2022-12-26,2023-10-20,2023-10-20,13054.6,3.87831125827815,3.32046357615894,2023-10-20,81,FALSE,2022-12-26,27,298
"509","FR4404288305",6,2017-09-04,TRUE,2024-01-09,2024-09-19,2024-09-19,12459.3,3.62031007751938,3.35282945736434,2024-09-19,NA,TRUE,2024-01-09,27,254
"510","FR4404288306",1,2017-09-05,TRUE,2019-10-24,2020-07-29,2020-07-29,7813.1,3.53179577464789,2.98602112676056,2020-07-29,62,FALSE,2019-10-22,25,279
"511","FR4404288306",2,2017-09-05,TRUE,2020-09-29,2021-09-22,2021-09-22,15474.3,3.46527472527473,2.9832967032967,2021-09-22,90,FALSE,2020-09-29,25,358
"512","FR4404288306",3,2017-09-05,TRUE,2021-12-21,2022-12-23,2022-12-23,14402.6,3.76137096774194,2.98938172043011,2022-12-23,69,FALSE,2021-12-20,25,367
"513","FR4404288306",5,2017-09-05,TRUE,2023-04-09,2024-01-26,2024-01-26,11119.8,4.12064189189189,3.17307432432432,2024-01-26,103,FALSE,2023-04-09,25,292
"514","FR4404288306",6,2017-09-05,TRUE,2024-05-08,2024-09-18,2024-09-18,5826,3.40345588235294,3.16345588235294,2024-09-18,NA,TRUE,2024-05-08,25,133
"515","FR4404288308",1,2017-10-21,FALSE,2019-12-25,2020-10-02,2020-10-02,8649.2,4.17658536585366,3.40543554006969,2020-10-02,NA,FALSE,2019-12-25,26,282
"516","FR4404288310",1,2017-10-06,FALSE,2019-10-21,2020-09-21,2020-09-21,11901.7,2.6753216374269,2.93891812865497,2020-09-21,44,FALSE,2019-10-20,24,336
"517","FR4404288310",2,2017-10-06,FALSE,2020-11-04,2021-09-17,2021-09-17,13539,2.46195652173913,2.93872670807453,2021-09-17,64,FALSE,2020-11-04,24,317
"518","FR4404288310",3,2017-10-06,FALSE,2021-11-20,2022-08-19,2022-08-19,14459.6,2.20967391304348,2.89300724637681,2022-08-19,18,FALSE,2021-11-20,24,272
"519","FR4404288310",5,2017-10-06,FALSE,2022-10-18,2022-12-05,2022-12-05,1840.4,3.33551020408163,3.3230612244898,2022-12-05,NA,FALSE,2022-10-17,24,48
"520","FR4404288311",1,2017-10-07,FALSE,2019-11-12,2020-10-23,2020-10-23,12316.8,4.2382183908046,3.09057471264368,2020-10-23,56,FALSE,2019-11-16,25,346
"521","FR4404288311",2,2017-10-07,FALSE,2020-12-18,2021-10-12,2021-10-12,10396.2,4.04445182724252,3.22126245847176,2021-10-12,67,FALSE,2020-12-19,25,298
"522","FR4404288311",3,2017-10-07,FALSE,2021-12-18,2022-10-28,2022-10-28,15058.5,4.63411949685535,2.96440251572327,2022-10-28,41,FALSE,2021-12-18,25,314
"523","FR4404288312",1,2017-10-09,FALSE,2019-11-03,2020-04-09,2020-04-09,4426.8,4.0655,3.4164375,2020-04-09,NA,FALSE,2019-11-03,24,158
"524","FR4404288314",1,2017-10-22,TRUE,2019-12-28,2020-10-08,2020-10-08,8915.39999999999,3.1381724137931,3.12058620689655,2020-10-08,59,FALSE,2019-12-28,26,285
"525","FR4404288314",2,2017-10-22,TRUE,2020-12-06,2021-10-04,2021-10-04,9275.9,3.23553745928339,3.19895765472313,2021-10-04,59,FALSE,2020-12-06,26,302
"526","FR4404288314",3,2017-10-22,TRUE,2021-12-02,2022-10-28,2022-10-28,14630.9,3.28982089552239,3.22689552238806,2022-10-28,41,FALSE,2021-12-01,26,330
"527","FR4404288314",5,2017-10-22,TRUE,2022-12-24,2023-11-17,2023-11-17,13486.4,3.77153614457831,3.36710843373494,2023-11-17,50,FALSE,2022-12-24,26,328
"528","FR4404288314",6,2017-10-22,TRUE,2024-01-06,2024-09-19,2024-09-19,12202.1,3.65210727969349,3.45735632183908,2024-09-19,NA,TRUE,2024-01-05,26,257
"529","FR4404288315",1,2017-10-24,FALSE,2020-01-20,2020-10-19,2020-10-19,6900.6,4.97021582733813,3.69298561151079,2020-10-19,70,FALSE,2020-01-20,26,273
"530","FR4404288315",2,2017-10-24,FALSE,2020-12-28,2021-02-20,2021-02-20,2361.7,4.41563636363636,3.586,2021-02-20,NA,FALSE,2020-12-28,26,54
"531","FR4404288316",1,2017-10-24,FALSE,2019-11-12,2020-09-15,2020-09-15,7635.2,3.92584664536741,3.26006389776358,2020-09-15,52,FALSE,2019-11-12,24,308
"532","FR4404288316",2,2017-10-24,FALSE,2020-11-06,2021-10-15,2021-10-15,11661.7,3.80236311239193,3.17769452449568,2021-10-15,64,FALSE,2020-11-05,24,343
"533","FR4404288316",3,2017-10-24,FALSE,2021-12-18,2023-01-06,2023-01-06,15044.8,4.27159383033419,3.29557840616967,2023-01-06,55,FALSE,2021-12-18,24,384
"534","FR4404288317",1,2017-10-30,TRUE,2020-02-09,2020-11-23,2020-11-23,7845.6,4.76452380952381,3.47210884353742,2020-11-23,29,FALSE,2020-02-09,27,288
"535","FR4404288317",2,2017-10-30,TRUE,2020-12-22,2021-10-15,2021-10-15,10034.2,4.69259136212625,3.48189368770764,2021-10-15,63,FALSE,2020-12-22,27,297
"536","FR4404288317",3,2017-10-30,TRUE,2021-12-17,2022-10-14,2022-10-14,13023.6,4.71649180327869,3.37393442622951,2022-10-14,52,FALSE,2021-12-17,27,301
"537","FR4404288317",4,2017-10-30,TRUE,2022-12-05,2023-09-29,2023-09-29,12634.7,5.12963696369637,3.46808580858086,2023-09-29,66,FALSE,2022-12-05,27,298
"538","FR4404288317",5,2017-10-30,TRUE,2023-12-04,2024-09-19,2024-09-19,12826.3,5.1158843537415,3.58357142857143,2024-09-19,NA,TRUE,2023-12-04,27,290
"539","FR4404288318",1,2017-11-25,TRUE,2020-10-17,2021-11-09,2021-11-09,14141.6,4.57193384223919,3.42982188295165,2021-11-09,57,FALSE,2020-10-17,34,388
"540","FR4404288318",2,2017-11-25,TRUE,2022-01-05,2023-04-22,2023-04-22,18856.1,5.21784518828452,3.4270920502092,2023-04-22,136,FALSE,2022-01-05,34,472
"541","FR4404288318",3,2017-11-25,TRUE,2023-09-05,2024-08-17,2024-08-17,15062.2,5.14242857142857,3.54354285714286,2024-08-17,NA,FALSE,2023-09-05,34,347
"542","FR4404288319",1,2017-11-14,FALSE,2020-02-23,2021-01-20,2021-01-20,10157.9,4.45445103857567,3.40394658753709,2021-01-20,NA,FALSE,2020-02-22,27,332
"543","FR4404288320",1,2017-12-03,FALSE,2020-01-28,2020-10-24,2020-10-24,6359.3,4.39758241758242,3.29648351648352,2020-10-24,136,FALSE,2020-01-28,25,270
"544","FR4404288320",2,2017-12-03,FALSE,2021-03-09,2021-12-08,2021-12-08,8890.4,4.37201438848921,3.2713309352518,2021-12-08,120,FALSE,2021-03-08,25,274
"545","FR4404288320",3,2017-12-03,FALSE,2022-04-07,2023-01-27,2023-01-27,9776.7,4.61183946488294,3.29056856187291,2023-01-27,34,FALSE,2022-04-06,25,295
"546","FR4404288321",1,2017-12-03,FALSE,2020-01-25,2020-09-28,2020-09-28,8995.2,3.97,3.26003984063745,2020-09-28,NA,FALSE,2020-01-25,25,247
"547","FR4404288322",1,2017-12-05,FALSE,2020-01-02,2020-11-23,2020-11-23,9423,4.43978915662651,3.35843373493976,2020-11-23,48,FALSE,2020-01-02,24,326
"548","FR4404288322",2,2017-12-05,FALSE,2021-01-10,2021-02-20,2021-02-20,1926.3,3.86238095238095,3.67833333333333,2021-02-20,NA,FALSE,2021-01-10,24,41
"549","FR4404288323",1,2017-12-19,FALSE,2020-01-16,2020-10-19,2020-10-19,5656.3,4.86597864768683,3.1979359430605,2020-10-19,76,FALSE,2020-01-16,24,277
"550","FR4404288323",2,2017-12-19,FALSE,2021-01-03,2021-02-20,2021-02-20,2286.1,4.84979591836735,3.12591836734694,2021-02-20,NA,FALSE,2021-01-02,24,48
"551","FR4404288324",1,2018-01-06,FALSE,2020-10-09,2021-07-27,2021-07-27,9160.1,4.34077702702703,3.52962837837838,2021-07-27,44,FALSE,2020-10-09,33,291
"552","FR4404288324",2,2018-01-06,FALSE,2021-09-09,2022-11-14,2022-11-14,14032,5.07793577981651,3.5498623853211,2022-11-14,NA,FALSE,2021-09-09,33,431
"553","FR4404288327",1,2018-01-14,TRUE,2020-02-06,2020-09-15,2020-09-15,4776.5,3.60044052863436,3.23061674008811,2020-09-15,155,FALSE,2020-02-06,24,222
"554","FR4404288327",2,2018-01-14,TRUE,2021-02-17,2021-11-25,2021-11-25,9336.4,4.1339298245614,3.26238596491228,2021-11-25,65,FALSE,2021-02-16,24,281
"555","FR4404288327",3,2018-01-14,TRUE,2022-01-29,2022-02-11,2022-02-11,242.1,5.66357142857143,3.51785714285714,2022-02-11,116,FALSE,2022-01-28,24,13
"556","FR4404288328",1,2018-01-16,FALSE,2020-02-10,2021-02-25,2021-02-25,10531.1,4.43886597938144,3.38090206185567,2021-02-25,64,FALSE,2020-02-10,24,381
"557","FR4404288328",2,2018-01-16,FALSE,2021-04-30,2022-02-04,2022-02-04,10526.8,4.41010600706714,3.29554770318021,2022-02-04,NA,FALSE,2021-04-30,24,280
"558","FR4404288329",1,2018-01-30,FALSE,2020-03-12,2020-11-23,2020-11-23,6659.4,3.84411538461538,3.27619230769231,2020-11-23,150,FALSE,2020-03-12,25,256
"559","FR4404288329",2,2018-01-30,FALSE,2021-04-22,2021-10-19,2021-10-19,5899.5,3.86382513661202,3.19360655737705,2021-10-19,NA,FALSE,2021-04-22,25,180
"560","FR4404288331",1,2018-02-26,FALSE,2020-02-26,2020-11-23,2020-11-23,4894.8,3.54589090909091,3.40818181818182,2020-11-23,NA,FALSE,2020-02-24,23,271
"561","FR4404288332",1,2018-02-26,FALSE,2020-06-13,2021-04-13,2021-04-13,6511.1,4.8894498381877,3.55333333333333,2021-04-13,73,FALSE,2020-06-13,27,304
"562","FR4404288332",2,2018-02-26,FALSE,2021-06-25,2022-05-08,2022-05-08,8608.1,4.838753894081,3.52386292834891,2022-05-08,NA,FALSE,2021-06-25,27,317
"563","FR4404288339",1,2018-04-21,FALSE,2020-06-22,2021-05-17,2021-05-17,10934.3,3.75721556886228,3.10365269461078,2021-05-17,50,FALSE,2020-06-21,26,329
"564","FR4404288339",2,2018-04-21,FALSE,2021-07-06,2022-07-29,2022-07-29,17400.6,3.66071246819338,2.95661577608143,2022-07-29,39,FALSE,2021-07-04,26,388
"565","FR4404288339",4,2018-04-21,FALSE,2022-09-28,2023-12-20,2023-12-20,18815.8,4.42947136563877,3.16669603524229,2023-12-20,NA,FALSE,2022-09-27,26,448
"566","FR4404288340",1,2018-04-28,FALSE,2020-06-24,2020-10-02,2020-10-02,1850.2,4.15470588235294,3.46362745098039,2020-10-02,NA,FALSE,2020-06-24,25,100
"567","FR4404288341",1,2018-05-08,TRUE,2020-06-16,2021-05-18,2021-05-18,8734.8,4.05480938416422,3.28190615835777,2021-05-18,55,FALSE,2020-06-16,25,336
"568","FR4404288341",2,2018-05-08,TRUE,2021-07-12,2022-06-13,2022-06-13,13158.9,3.84542521994135,3.17680351906158,2022-06-13,62,FALSE,2021-07-11,25,336
"569","FR4404288341",3,2018-05-08,TRUE,2022-08-14,2023-06-28,2023-06-28,12585.7,4.10827044025157,3.33795597484277,2023-06-28,88,FALSE,2022-08-13,25,318
"570","FR4404288341",4,2018-05-08,TRUE,2023-09-24,2024-03-22,2024-03-22,5346.4,3.9716393442623,3.5244262295082,2024-03-22,145,FALSE,2023-09-24,25,180
"571","FR4404288343",1,2018-05-16,FALSE,2020-08-26,2021-09-01,2021-09-01,9109.4,3.35792553191489,3.14885638297872,2021-09-01,58,FALSE,2020-08-26,27,371
"572","FR4404288343",2,2018-05-16,FALSE,2021-10-29,2022-08-26,2022-08-26,11076.3,3.01724590163934,3.06259016393443,2022-08-26,11,FALSE,2021-10-28,27,301
"573","FR4404288343",4,2018-05-16,FALSE,2022-11-04,2023-07-21,2023-07-21,8866.3,3.4460153256705,3.19199233716475,2023-07-21,NA,FALSE,2022-11-04,27,259
"574","FR4404288344",1,2018-05-21,TRUE,2020-05-10,2021-02-15,2021-02-15,7498.20000000001,4.29221052631579,3.46684210526316,2021-02-15,58,FALSE,2020-05-09,23,281
"575","FR4404288344",2,2018-05-21,TRUE,2021-04-14,2022-03-25,2022-03-25,10961.2,4.7821776504298,3.46759312320917,2022-03-25,50,FALSE,2021-04-14,23,345
"576","FR4404288344",3,2018-05-21,TRUE,2022-05-14,2023-05-19,2023-05-19,12623.6,4.82496,3.56325333333333,2023-05-19,83,FALSE,2022-05-14,23,370
"577","FR4404288344",4,2018-05-21,TRUE,2023-08-10,2024-08-02,2024-08-02,14458.1,4.51551246537396,3.54891966759003,2024-08-02,NA,FALSE,2023-08-10,23,358
"578","FR4404288346",1,2018-07-09,FALSE,2020-08-31,2021-07-13,2021-07-13,11383.1,4.41894080996885,3.54570093457944,2021-07-13,55,FALSE,2020-08-31,25,316
"579","FR4404288346",2,2018-07-09,FALSE,2021-09-06,2022-07-08,2022-07-08,14431.5,4.69603225806452,3.40254838709677,2022-07-08,52,FALSE,2021-09-05,25,305
"580","FR4404288346",3,2018-07-09,FALSE,2022-08-29,2023-06-05,2023-06-05,13369.4,4.93080701754386,3.59487719298246,2023-06-05,NA,FALSE,2022-08-29,25,280
"581","FR4404288348",1,2018-07-23,TRUE,2020-07-27,2021-08-09,2021-08-09,9581.3,4.97201591511936,3.50445623342175,2021-08-09,8,FALSE,2020-07-26,24,378
"582","FR4404288348",3,2018-07-23,TRUE,2021-09-27,2022-07-22,2022-07-22,11841.6,4.90476351351351,3.32006756756757,2022-07-22,46,FALSE,2021-10-02,24,298
"583","FR4404288348",5,2018-07-23,TRUE,2022-09-19,2023-08-18,2023-08-18,12687.9,5.35344213649852,3.46902077151335,2023-08-18,129,FALSE,2022-09-19,24,333
"584","FR4404288348",6,2018-07-23,TRUE,2023-12-25,2024-09-18,2024-09-18,11215,5.26176470588235,3.46889705882353,2024-09-18,NA,TRUE,2023-12-25,24,268
"585","FR4404288349",1,2018-07-30,TRUE,2020-09-19,2021-07-27,2021-07-27,7835.50000000001,4.38626582278481,3.5195253164557,2021-07-27,58,FALSE,2020-09-19,25,311
"586","FR4404288349",2,2018-07-30,TRUE,2021-09-23,2022-08-05,2022-08-05,13083.2,4.2354375,3.33328125,2022-08-05,32,FALSE,2021-09-22,25,316
"587","FR4404288349",4,2018-07-30,TRUE,2022-09-30,2023-08-18,2023-08-18,13996.2,4.51782208588957,3.42346625766871,2023-08-18,63,FALSE,2022-09-30,25,322
"588","FR4404288349",5,2018-07-30,TRUE,2023-10-20,2024-08-24,2024-08-24,14004.7,4.64987220447284,3.51364217252396,2024-08-24,NA,FALSE,2023-10-20,25,309
"589","FR4404288350",1,2018-07-30,FALSE,2020-12-07,2021-11-02,2021-11-02,10523.2,4.51865671641791,3.31220895522388,2021-11-02,NA,FALSE,2020-12-06,28,330
"590","FR4404288351",1,2018-08-06,TRUE,2020-09-08,2021-06-17,2021-06-17,8374.89999999999,3.88982578397213,3.48128919860627,2021-06-17,55,FALSE,2020-09-08,25,282
"591","FR4404288351",2,2018-08-06,TRUE,2021-08-11,2023-01-06,2023-01-06,18633.3,4.09830769230769,3.39171153846154,2023-01-06,55,FALSE,2021-08-11,25,513
"592","FR4404288351",4,2018-08-06,TRUE,2023-07-15,2024-09-19,2024-09-19,19139,4.45143835616438,3.43312785388128,2024-09-19,NA,TRUE,2023-07-15,25,432
"593","FR4404288352",1,2018-08-13,TRUE,2020-10-08,2021-08-13,2021-08-13,9256.3,4.44974522292994,3.28942675159236,2021-08-13,61,FALSE,2020-10-07,25,309
"594","FR4404288352",2,2018-08-13,TRUE,2021-10-13,2022-11-11,2022-11-11,14020,4.84806532663317,3.24238693467337,2022-11-11,27,FALSE,2021-10-12,25,394
"595","FR4404288352",4,2018-08-13,TRUE,2023-01-16,2024-03-08,2024-03-08,15141.1,5.40518957345972,3.28099526066351,2024-03-08,142,FALSE,2023-01-16,25,417
"596","FR4404288352",5,2018-08-13,TRUE,2024-07-28,2024-09-19,2024-09-19,2184.5,4.44381818181818,3.25381818181818,2024-09-19,NA,TRUE,2024-07-28,25,53
"597","FR4404288353",1,2018-08-18,FALSE,2020-09-05,2021-07-13,2021-07-13,6171.2,5.23996835443038,3.65784810126582,2021-07-13,72,FALSE,2020-09-04,24,311
"598","FR4404288353",3,2018-08-18,FALSE,2021-10-05,2022-07-06,2022-07-06,8179.8,5.07424460431655,3.27978417266187,2022-07-06,NA,FALSE,2021-10-05,24,274
"599","FR4404288354",1,2018-08-18,TRUE,2020-10-15,2021-10-12,2021-10-12,10511.4,4.22467213114754,3.31267759562842,2021-10-12,72,FALSE,2020-10-15,25,362
"600","FR4404288354",2,2018-08-18,TRUE,2021-12-23,2023-01-27,2023-01-27,13811.5,4.65814814814815,3.40486419753086,2023-01-27,34,FALSE,2021-12-23,25,400
