InsId,InsNumber,InsDate,InsItyId,InsSirId,InsChargeNumber,InsSequenceNumber,InsLacId,InsConId,InsRemarks,InsEdiStatus,InsRowTimeStamp,InsDprId,LacAniId,LacCalvingDate,LacNumber,LacDryOffDate,LacColostrumDate,LacRemarks,AniLifeNumber,AniBirthday,AniKeep,AniGenId,AniActive,AniMotherLifeNumber,lactation_length_days,colostrum_length_days,age_at_first_calving,calving_to_insem,next_lactation_dry_days,number_lactations,PreLacId,PreDate,PreRemark
2041,1,4/8/19,1,NA,NA,0,679,NA,,NA,4/8/19 00:00,1,297,1/30/18,0,NA,NA,NA,FR 4404288329,1/30/18,TRUE,2,FALSE,FR 4404288178,NA,NA,25,NA,NA,2,NA,NA,NA
2068,2,4/27/19,1,NA,NA,0,679,NA,,NA,4/27/19 00:00,1,297,1/30/18,0,NA,NA,NA,FR 4404288329,1/30/18,TRUE,2,FALSE,FR 4404288178,NA,NA,25,NA,NA,2,NA,NA,NA
2160,1,7/19/19,1,NA,NA,0,682,NA,,NA,7/19/19 00:00,1,298,2/19/18,0,NA,NA,NA,FR 4404288330,2/19/18,TRUE,2,FALSE,FR 4404288220,NA,NA,NA,NA,NA,0,682,9/11/19 00:00,
2134,1,5/18/19,1,NA,NA,1,684,10,,NA,5/18/19 00:00,1,299,2/26/18,0,NA,NA,NA,FR 4404288331,2/26/18,TRUE,2,FALSE,FR 4404288162,NA,NA,NA,NA,NA,0,684,6/21/19 00:00,
2161,1,7/22/19,1,NA,NA,0,686,NA,,NA,7/22/19 00:00,1,300,2/26/18,0,NA,NA,NA,FR 4404288332,2/26/18,TRUE,2,FALSE,FR 4404288231,NA,NA,27,NA,NA,2,NA,NA,NA
2199,2,9/11/19,1,NA,NA,0,686,NA,,NA,9/11/19 00:00,1,300,2/26/18,0,NA,NA,NA,FR 4404288332,2/26/18,TRUE,2,FALSE,FR 4404288231,NA,NA,27,NA,NA,2,686,10/15/19 00:00,
2162,1,7/25/19,1,NA,NA,0,689,NA,,NA,7/25/19 00:00,1,301,3/6/18,0,NA,NA,NA,FR 4404288333,3/6/18,TRUE,2,FALSE,FR 4404288222,NA,NA,NA,NA,NA,0,689,9/11/19 00:00,
2163,1,7/30/19,1,NA,NA,0,691,NA,,NA,7/30/19 00:00,1,302,3/6/18,0,NA,NA,NA,FR 4404288334,3/6/18,TRUE,2,FALSE,FR 4404288224,NA,NA,NA,NA,NA,0,NA,NA,NA
2185,2,8/19/19,1,NA,NA,0,691,NA,,NA,8/19/19 00:00,1,302,3/6/18,0,NA,NA,NA,FR 4404288334,3/6/18,TRUE,2,FALSE,FR 4404288224,NA,NA,NA,NA,NA,0,691,9/25/19 00:00,
2135,1,6/21/19,1,NA,NA,0,698,NA,,NA,6/21/19 00:00,1,305,3/26/18,0,NA,NA,NA,FR 4404288336,3/26/18,TRUE,2,FALSE,FR 4404288229,NA,NA,NA,NA,NA,0,698,7/22/19 00:00,
2182,2,8/15/19,1,NA,NA,0,702,NA,,NA,8/15/19 00:00,1,306,4/7/18,0,NA,NA,NA,FR 4404288337,4/7/18,TRUE,2,FALSE,FR 4404288216,NA,NA,NA,NA,NA,0,702,9/25/19 00:00,
2164,1,7/25/19,1,NA,NA,0,702,NA,,NA,7/25/19 00:00,1,306,4/7/18,0,NA,NA,NA,FR 4404288337,4/7/18,TRUE,2,FALSE,FR 4404288216,NA,NA,NA,NA,NA,0,NA,NA,NA
2165,1,8/3/19,1,NA,NA,0,708,NA,,NA,8/3/19 00:00,1,307,4/21/18,0,NA,NA,NA,FR 4404288339,4/21/18,TRUE,2,FALSE,FR 4404288232,NA,NA,26,NA,NA,3,NA,NA,NA
2192,2,8/31/19,1,NA,NA,0,708,NA,,NA,8/31/19 00:00,1,307,4/21/18,0,NA,NA,NA,FR 4404288339,4/21/18,TRUE,2,FALSE,FR 4404288232,NA,NA,26,NA,NA,3,NA,NA,NA
2206,3,9/20/19,1,NA,NA,0,708,NA,,NA,9/20/19 00:00,1,307,4/21/18,0,NA,NA,NA,FR 4404288339,4/21/18,TRUE,2,FALSE,FR 4404288232,NA,NA,26,NA,NA,3,NA,NA,NA
2228,4,10/21/19,1,NA,NA,1,708,10,,NA,10/21/19 18:00,1,307,4/21/18,0,NA,NA,NA,FR 4404288339,4/21/18,TRUE,2,FALSE,FR 4404288232,NA,NA,26,NA,NA,3,708,11/16/19 00:00,
2210,1,9/24/19,1,NA,NA,0,710,NA,,NA,9/24/19 00:00,1,308,4/28/18,0,NA,NA,NA,FR 4404288340,4/28/18,TRUE,2,FALSE,FR 4404288234,NA,NA,NA,NA,NA,0,710,11/16/19 00:00,
2207,1,9/20/19,1,NA,NA,0,713,NA,,NA,9/20/19 00:00,1,309,5/8/18,0,NA,NA,NA,FR 4404288341,5/8/18,TRUE,2,TRUE,FR 4404288154,NA,NA,25,NA,NA,4,713,10/28/19 00:00,
2209,2,9/23/19,1,NA,NA,0,715,NA,,NA,9/23/19 00:00,1,310,5/13/18,0,NA,NA,NA,FR 4404288342,5/13/18,TRUE,2,FALSE,FR 4404659023,NA,NA,NA,NA,NA,0,NA,NA,NA
2179,1,8/12/19,1,NA,NA,0,715,NA,,NA,8/12/19 00:00,1,310,5/13/18,0,NA,NA,NA,FR 4404288342,5/13/18,TRUE,2,FALSE,FR 4404659023,NA,NA,NA,NA,NA,0,NA,NA,NA
2238,3,10/28/19,1,NA,NA,0,715,NA,,NA,10/28/19 00:00,1,310,5/13/18,0,NA,NA,NA,FR 4404288342,5/13/18,TRUE,2,FALSE,FR 4404659023,NA,NA,NA,NA,NA,0,NA,NA,NA
2279,4,12/9/19,1,NA,NA,0,715,NA,,NA,12/9/19 00:00,1,310,5/13/18,0,NA,NA,NA,FR 4404288342,5/13/18,TRUE,2,FALSE,FR 4404659023,NA,NA,NA,NA,NA,0,NA,NA,NA
2289,5,12/17/19,1,NA,NA,0,715,NA,,NA,12/17/19 00:00,1,310,5/13/18,0,NA,NA,NA,FR 4404288342,5/13/18,TRUE,2,FALSE,FR 4404659023,NA,NA,NA,NA,NA,0,NA,NA,NA
2308,6,1/7/20,1,NA,NA,0,715,0,,NA,1/7/20 00:00,1,310,5/13/18,0,NA,NA,NA,FR 4404288342,5/13/18,TRUE,2,FALSE,FR 4404659023,NA,NA,NA,NA,NA,0,NA,NA,NA
2361,7,2/1/20,1,NA,NA,1,715,0,NA,NA,2/1/20 00:00,1,310,5/13/18,0,NA,NA,NA,FR 4404288342,5/13/18,TRUE,2,FALSE,FR 4404659023,NA,NA,NA,NA,NA,0,715,6/29/20 00:00,
2267,2,11/25/19,1,NA,NA,0,717,NA,,NA,11/25/19 00:00,1,311,5/16/18,0,NA,NA,NA,FR 4404288343,5/16/18,TRUE,2,FALSE,FR 4404288168,NA,NA,27,NA,NA,2,717,1/5/20 00:00,
2267,2,11/25/19,1,NA,NA,0,717,NA,,NA,11/25/19 00:00,1,311,5/16/18,0,NA,NA,NA,FR 4404288343,5/16/18,TRUE,2,FALSE,FR 4404288168,NA,NA,27,NA,NA,2,717,1/4/20 00:00,
2229,1,10/17/19,1,NA,NA,0,717,NA,,NA,10/17/19 00:00,1,311,5/16/18,0,NA,NA,NA,FR 4404288343,5/16/18,TRUE,2,FALSE,FR 4404288168,NA,NA,27,NA,NA,2,NA,NA,NA
2180,1,8/12/19,1,NA,NA,0,720,NA,,NA,8/12/19 00:00,1,312,5/21/18,0,NA,NA,NA,FR 4404288344,5/21/18,TRUE,2,TRUE,FR 4404288217,NA,NA,23,NA,NA,4,720,9/20/19 00:00,
2272,1,12/2/19,1,NA,NA,0,729,NA,,NA,12/2/19 00:00,1,314,7/9/18,0,NA,NA,NA,FR 4404288346,7/9/18,TRUE,2,FALSE,FR 4404288194,NA,NA,25,NA,NA,3,729,1/5/20 00:00,
2272,1,12/2/19,1,NA,NA,0,729,NA,,NA,12/2/19 00:00,1,314,7/9/18,0,NA,NA,NA,FR 4404288346,7/9/18,TRUE,2,FALSE,FR 4404288194,NA,NA,25,NA,NA,3,729,1/4/20 00:00,
2268,1,11/25/19,1,NA,NA,0,732,NA,,NA,11/25/19 00:00,1,315,7/21/18,0,NA,NA,NA,FR 4404288347,7/21/18,TRUE,2,FALSE,FR 4404288155,NA,NA,NA,NA,NA,0,NA,NA,NA
2294,2,12/21/19,1,NA,NA,0,732,NA,,NA,12/21/19 00:00,1,315,7/21/18,0,NA,NA,NA,FR 4404288347,7/21/18,TRUE,2,FALSE,FR 4404288155,NA,NA,NA,NA,NA,0,732,1/24/20 00:00,
2233,1,10/21/19,1,NA,NA,0,734,NA,,NA,10/21/19 00:00,1,316,7/23/18,0,NA,NA,NA,FR 4404288348,7/23/18,TRUE,2,TRUE,FR 4404288157,NA,NA,24,NA,NA,4,734,12/12/19 00:00,
2269,1,11/25/19,1,NA,NA,0,737,NA,,NA,11/25/19 00:00,1,317,7/30/18,0,NA,NA,NA,FR 4404288349,7/30/18,TRUE,2,TRUE,FR 4404288140,NA,NA,25,NA,NA,4,NA,NA,NA
2288,2,12/16/19,1,NA,NA,0,737,NA,,NA,12/16/19 00:00,1,317,7/30/18,0,NA,NA,NA,FR 4404288349,7/30/18,TRUE,2,TRUE,FR 4404288140,NA,NA,25,NA,NA,4,737,1/24/20 00:00,
2299,3,12/24/19,1,NA,NA,0,739,NA,,NA,12/24/19 00:00,1,318,7/30/18,0,NA,NA,NA,FR 4404288350,7/30/18,TRUE,2,FALSE,FR 4404288145,NA,NA,28,NA,NA,1,NA,NA,NA
2295,2,12/21/19,1,NA,NA,0,739,NA,PAS EN CHALEUR pour Sébastien,NA,12/21/19 00:00,1,318,7/30/18,0,NA,NA,NA,FR 4404288350,7/30/18,TRUE,2,FALSE,FR 4404288145,NA,NA,28,NA,NA,1,NA,NA,NA
2318,4,1/14/20,1,NA,NA,0,739,0,,NA,1/14/20 00:00,1,318,7/30/18,0,NA,NA,NA,FR 4404288350,7/30/18,TRUE,2,FALSE,FR 4404288145,NA,NA,28,NA,NA,1,NA,NA,NA
2276,1,12/6/19,1,NA,NA,0,739,NA,,NA,12/6/19 00:00,1,318,7/30/18,0,NA,NA,NA,FR 4404288350,7/30/18,TRUE,2,FALSE,FR 4404288145,NA,NA,28,NA,NA,1,NA,NA,NA
2365,5,2/4/20,1,NA,NA,1,739,0,NA,NA,2/4/20 00:00,1,318,7/30/18,0,NA,NA,NA,FR 4404288350,7/30/18,TRUE,2,FALSE,FR 4404288145,NA,NA,28,NA,NA,1,NA,NA,NA
2406,6,2/29/20,1,NA,NA,1,739,0,NA,NA,2/29/20 00:00,1,318,7/30/18,0,NA,NA,NA,FR 4404288350,7/30/18,TRUE,2,FALSE,FR 4404288145,NA,NA,28,NA,NA,1,739,4/8/20 00:00,
2277,1,12/6/19,1,NA,NA,0,742,NA,,NA,12/6/19 00:00,1,319,8/6/18,0,NA,NA,NA,FR 4404288351,8/6/18,TRUE,2,TRUE,FR 4944526074,NA,NA,25,NA,NA,3,742,1/24/20 00:00,
2305,1,1/4/20,1,NA,NA,0,748,0,,NA,1/4/20 00:00,1,322,8/13/18,0,NA,NA,NA,FR 4404288352,8/13/18,TRUE,2,TRUE,FR 4454691592,NA,NA,25,NA,NA,3,748,2/4/20 00:00,
2270,1,11/30/19,1,NA,NA,0,752,NA,,NA,11/30/19 00:00,1,323,8/18/18,0,NA,NA,NA,FR 4404288353,8/18/18,TRUE,2,FALSE,FR 4944526073,NA,NA,24,NA,NA,1,752,1/5/20 00:00,
2270,1,11/30/19,1,NA,NA,0,752,NA,,NA,11/30/19 00:00,1,323,8/18/18,0,NA,NA,NA,FR 4404288353,8/18/18,TRUE,2,FALSE,FR 4944526073,NA,NA,24,NA,NA,1,752,1/4/20 00:00,
2271,1,11/30/19,1,NA,NA,0,754,NA,,NA,11/30/19 00:00,1,324,8/18/18,0,NA,NA,NA,FR 4404288354,8/18/18,TRUE,2,TRUE,FR 4404288195,NA,NA,25,NA,NA,3,754,1/5/20 00:00,
2271,1,11/30/19,1,NA,NA,0,754,NA,,NA,11/30/19 00:00,1,324,8/18/18,0,NA,NA,NA,FR 4404288354,8/18/18,TRUE,2,TRUE,FR 4404288195,NA,NA,25,NA,NA,3,754,1/4/20 00:00,
2314,2,1/11/20,1,NA,NA,0,754,0,,NA,1/11/20 00:00,1,324,8/18/18,0,NA,NA,NA,FR 4404288354,8/18/18,TRUE,2,TRUE,FR 4404288195,NA,NA,25,NA,NA,3,754,3/6/20 00:00,
2301,1,12/27/19,1,NA,NA,0,759,NA,,NA,12/27/19 00:00,1,325,9/3/18,0,NA,NA,NA,FR 4404288355,9/3/18,TRUE,2,FALSE,FR 4404288242,NA,NA,24,NA,NA,1,759,2/4/20 00:00,Pleine d'un sexé
2410,1,3/2/20,1,NA,NA,1,761,0,NA,NA,3/2/20 00:00,1,326,9/6/18,0,NA,NA,NA,FR 4404288356,9/6/18,TRUE,2,FALSE,FR 4404288111,NA,NA,NA,NA,NA,0,761,4/3/20 00:00,
2410,1,3/2/20,1,NA,NA,1,761,0,NA,NA,3/2/20 00:00,1,326,9/6/18,0,NA,NA,NA,FR 4404288356,9/6/18,TRUE,2,FALSE,FR 4404288111,NA,NA,NA,NA,NA,0,761,4/2/20 00:00,
2410,1,3/2/20,1,NA,NA,1,761,0,NA,NA,3/2/20 00:00,1,326,9/6/18,0,NA,NA,NA,FR 4404288356,9/6/18,TRUE,2,FALSE,FR 4404288111,NA,NA,NA,NA,NA,0,761,11/16/20 00:00,
2424,3,3/10/20,1,NA,NA,1,764,0,NA,NA,3/10/20 00:00,1,327,9/8/18,0,NA,NA,NA,FR 4404288357,9/8/18,TRUE,2,TRUE,FR 4404288239,NA,NA,35,NA,NA,3,764,4/13/20 00:00,
2366,2,2/4/20,1,NA,NA,1,764,0,NA,NA,2/4/20 00:00,1,327,9/8/18,0,NA,NA,NA,FR 4404288357,9/8/18,TRUE,2,TRUE,FR 4404288239,NA,NA,35,NA,NA,3,NA,NA,NA
2263,1,11/23/19,1,NA,NA,0,764,NA,,NA,11/23/19 00:00,1,327,9/8/18,0,NA,NA,NA,FR 4404288357,9/8/18,TRUE,2,TRUE,FR 4404288239,NA,NA,35,NA,NA,3,764,1/5/20 00:00,
2263,1,11/23/19,1,NA,NA,0,764,NA,,NA,11/23/19 00:00,1,327,9/8/18,0,NA,NA,NA,FR 4404288357,9/8/18,TRUE,2,TRUE,FR 4404288239,NA,NA,35,NA,NA,3,764,1/4/20 00:00,
2793,4,11/5/20,1,12,NA,1,764,0,NA,NA,11/5/20 00:00,1,327,9/8/18,0,NA,NA,NA,FR 4404288357,9/8/18,TRUE,2,TRUE,FR 4404288239,NA,NA,35,NA,NA,3,NA,NA,NA
2834,5,12/1/20,1,12,NA,1,764,0,NA,NA,12/1/20 00:00,1,327,9/8/18,0,NA,NA,NA,FR 4404288357,9/8/18,TRUE,2,TRUE,FR 4404288239,NA,NA,35,NA,NA,3,764,1/5/21 00:00,
2302,1,12/27/19,1,NA,NA,0,766,NA,,NA,12/27/19 00:00,1,328,9/10/18,0,NA,NA,NA,FR 4404288358,9/10/18,TRUE,2,TRUE,FR 4404288243,NA,NA,27,NA,NA,4,NA,NA,NA
2304,2,12/30/19,1,NA,NA,0,766,0,,NA,12/30/19 00:00,1,328,9/10/18,0,NA,NA,NA,FR 4404288358,9/10/18,TRUE,2,TRUE,FR 4404288243,NA,NA,27,NA,NA,4,NA,NA,NA
2367,3,2/4/20,1,NA,NA,1,766,0,NA,NA,2/4/20 00:00,1,328,9/10/18,0,NA,NA,NA,FR 4404288358,9/10/18,TRUE,2,TRUE,FR 4404288243,NA,NA,27,NA,NA,4,766,3/10/20 00:00,
2458,4,3/28/20,1,NA,NA,1,766,0,NA,NA,3/28/20 00:00,1,328,9/10/18,0,NA,NA,NA,FR 4404288358,9/10/18,TRUE,2,TRUE,FR 4404288243,NA,NA,27,NA,NA,4,766,5/12/20 00:00,
2364,1,2/1/20,1,NA,NA,1,774,0,NA,NA,2/1/20 00:00,1,330,9/17/18,0,NA,NA,NA,FR 4404283159,9/17/18,TRUE,2,FALSE,FR 4404288139,NA,NA,26,NA,NA,1,NA,NA,NA
2398,2,2/26/20,1,NA,NA,1,774,0,NA,NA,2/26/20 00:00,1,330,9/17/18,0,NA,NA,NA,FR 4404283159,9/17/18,TRUE,2,FALSE,FR 4404288139,NA,NA,26,NA,NA,1,774,4/8/20 00:00,
2353,1,1/30/20,1,NA,NA,1,775,0,NA,NA,1/30/20 00:00,1,331,9/26/18,0,NA,NA,NA,FR 4404288360,9/26/18,TRUE,2,TRUE,FR 4404288158,NA,NA,25,NA,NA,3,775,3/6/20 00:00,
2448,1,3/20/20,1,NA,NA,1,778,0,NA,NA,3/20/20 00:00,1,332,9/30/18,0,NA,NA,NA,FR 4404288361,9/30/18,TRUE,2,FALSE,FR 4404288212,NA,NA,NA,NA,NA,0,778,5/26/20 00:00,
2566,2,6/11/20,1,13,NA,1,778,0,NA,NA,6/11/20 00:00,1,332,9/30/18,0,NA,NA,NA,FR 4404288361,9/30/18,TRUE,2,FALSE,FR 4404288212,NA,NA,NA,NA,NA,0,778,7/27/20 00:00,
2566,2,6/11/20,1,13,NA,1,778,0,NA,NA,6/11/20 00:00,1,332,9/30/18,0,NA,NA,NA,FR 4404288361,9/30/18,TRUE,2,FALSE,FR 4404288212,NA,NA,NA,NA,NA,0,778,11/23/20 00:00,
2438,3,3/17/20,1,NA,NA,1,781,0,NA,NA,3/17/20 00:00,1,333,10/3/18,0,NA,NA,NA,FR 4404288362,10/3/18,TRUE,2,TRUE,FR 4404288247,NA,NA,27,NA,NA,4,NA,NA,NA
2483,4,4/7/20,1,12,NA,1,781,0,NA,NA,4/7/20 00:00,1,333,10/3/18,0,NA,NA,NA,FR 4404288362,10/3/18,TRUE,2,TRUE,FR 4404288247,NA,NA,27,NA,NA,4,781,5/26/20 00:00,
2381,2,2/17/20,1,NA,NA,1,781,0,NA,NA,2/17/20 00:00,1,333,10/3/18,0,NA,NA,NA,FR 4404288362,10/3/18,TRUE,2,TRUE,FR 4404288247,NA,NA,27,NA,NA,4,NA,NA,NA
2345,1,1/24/20,1,NA,NA,1,781,0,NA,NA,1/24/20 00:00,1,333,10/3/18,0,NA,NA,NA,FR 4404288362,10/3/18,TRUE,2,TRUE,FR 4404288247,NA,NA,27,NA,NA,4,NA,NA,NA
2306,1,1/6/20,1,NA,NA,0,784,0,,NA,1/6/20 00:00,1,334,9/17/18,0,NA,NA,NA,FR 4404283104,9/17/18,TRUE,2,TRUE,FR 4404288139,NA,NA,24,NA,NA,4,784,3/6/20 00:00,
2529,1,5/12/20,1,41,NA,1,786,0,NA,NA,5/12/20 00:00,1,335,11/1/18,0,NA,NA,NA,FR 4404288359,11/1/18,TRUE,2,FALSE,FR 4404288251,NA,NA,NA,NA,NA,0,786,6/24/20 00:00,
2529,1,5/12/20,1,41,NA,1,786,0,NA,NA,5/12/20 00:00,1,335,11/1/18,0,NA,NA,NA,FR 4404288359,11/1/18,TRUE,2,FALSE,FR 4404288251,NA,NA,NA,NA,NA,0,786,11/23/20 00:00,
2633,2,7/14/20,1,14,NA,1,788,0,NA,NA,7/14/20 00:00,1,336,11/4/18,0,NA,NA,NA,FR 4404288363,11/4/18,TRUE,2,FALSE,FR 4404288249,NA,NA,29,NA,NA,2,788,8/17/20 00:00,
2488,1,4/10/20,1,14,NA,1,788,0,NA,NA,4/10/20 00:00,1,336,11/4/18,0,NA,NA,NA,FR 4404288363,11/4/18,TRUE,2,FALSE,FR 4404288249,NA,NA,29,NA,NA,2,788,5/12/20 00:00,
2488,1,4/10/20,1,14,NA,1,788,0,NA,NA,4/10/20 00:00,1,336,11/4/18,0,NA,NA,NA,FR 4404288363,11/4/18,TRUE,2,FALSE,FR 4404288249,NA,NA,29,NA,NA,2,788,5/26/20 00:00,
2419,1,3/6/20,1,NA,NA,1,795,0,NA,NA,3/6/20 00:00,1,338,11/10/18,0,NA,NA,NA,FR 4404288365,11/10/18,TRUE,2,FALSE,FR 4950954269,NA,NA,NA,NA,NA,0,795,4/8/20 00:00,
2419,1,3/6/20,1,NA,NA,1,795,0,NA,NA,3/6/20 00:00,1,338,11/10/18,0,NA,NA,NA,FR 4404288365,11/10/18,TRUE,2,FALSE,FR 4950954269,NA,NA,NA,NA,NA,0,795,11/16/20 00:00,
2430,2,3/14/20,1,NA,NA,1,798,0,NA,NA,3/14/20 00:00,1,339,11/13/18,0,NA,NA,NA,FR 4404288366,11/13/18,TRUE,2,FALSE,FR 4404288075,NA,NA,NA,NA,NA,0,798,5/26/20 00:00,
2430,2,3/14/20,1,NA,NA,1,798,0,NA,NA,3/14/20 00:00,1,339,11/13/18,0,NA,NA,NA,FR 4404288366,11/13/18,TRUE,2,FALSE,FR 4404288075,NA,NA,NA,NA,NA,0,798,11/16/20 00:00,
2383,1,2/17/20,1,NA,NA,1,798,0,NA,NA,2/17/20 00:00,1,339,11/13/18,0,NA,NA,NA,FR 4404288366,11/13/18,TRUE,2,FALSE,FR 4404288075,NA,NA,NA,NA,NA,0,NA,NA,NA
2467,1,4/2/20,1,NA,NA,1,801,0,NA,NA,4/2/20 00:00,1,340,11/17/18,0,NA,NA,NA,FR 4404288367,11/17/18,TRUE,2,FALSE,FR 4404288253,NA,NA,NA,NA,NA,0,NA,NA,NA
2530,2,5/12/20,1,41,NA,1,801,0,NA,NA,5/12/20 00:00,1,340,11/17/18,0,NA,NA,NA,FR 4404288367,11/17/18,TRUE,2,FALSE,FR 4404288253,NA,NA,NA,NA,NA,0,801,6/24/20 00:00,
2530,2,5/12/20,1,41,NA,1,801,0,NA,NA,5/12/20 00:00,1,340,11/17/18,0,NA,NA,NA,FR 4404288367,11/17/18,TRUE,2,FALSE,FR 4404288253,NA,NA,NA,NA,NA,0,801,11/16/20 00:00,
2596,1,6/20/20,1,41,NA,1,819,0,NA,NA,6/20/20 00:00,1,346,12/1/18,0,NA,NA,NA,FR 4404288370,12/1/18,TRUE,2,FALSE,FR 4404288215,NA,NA,NA,NA,NA,0,819,7/27/20 00:00,
2596,1,6/20/20,1,41,NA,1,819,0,NA,NA,6/20/20 00:00,1,346,12/1/18,0,NA,NA,NA,FR 4404288370,12/1/18,TRUE,2,FALSE,FR 4404288215,NA,NA,NA,NA,NA,0,819,11/16/20 00:00,
2468,1,4/2/20,1,NA,NA,1,831,0,NA,NA,4/2/20 00:00,1,349,12/20/18,0,NA,NA,NA,FR 4404288373,12/20/18,TRUE,2,FALSE,FR 4404288266,NA,NA,NA,NA,NA,0,831,5/12/20 00:00,
2541,2,5/18/20,1,41,NA,1,831,0,NA,NA,5/18/20 00:00,1,349,12/20/18,0,NA,NA,NA,FR 4404288373,12/20/18,TRUE,2,FALSE,FR 4404288266,NA,NA,NA,NA,NA,0,831,6/24/20 00:00,
2541,2,5/18/20,1,41,NA,1,831,0,NA,NA,5/18/20 00:00,1,349,12/20/18,0,NA,NA,NA,FR 4404288373,12/20/18,TRUE,2,FALSE,FR 4404288266,NA,NA,NA,NA,NA,0,831,11/23/20 00:00,
2491,1,4/11/20,1,17,NA,1,833,0,NA,NA,4/11/20 00:00,1,350,12/18/18,0,NA,NA,NA,FR 4404288374,12/18/18,TRUE,2,FALSE,FR 4404288258,NA,NA,NA,NA,NA,0,833,5/12/20 00:00,
2491,1,4/11/20,1,17,NA,1,833,0,NA,NA,4/11/20 00:00,1,350,12/18/18,0,NA,NA,NA,FR 4404288374,12/18/18,TRUE,2,FALSE,FR 4404288258,NA,NA,NA,NA,NA,0,833,11/23/20 00:00,
2492,2,4/13/20,1,4,NA,1,835,0,NA,NA,4/13/20 00:00,1,351,12/22/18,0,NA,NA,NA,FR 4404288375,12/22/18,TRUE,2,FALSE,FR 4404288221,NA,NA,NA,NA,NA,0,835,5/26/20 00:00,
2492,2,4/13/20,1,4,NA,1,835,0,NA,NA,4/13/20 00:00,1,351,12/22/18,0,NA,NA,NA,FR 4404288375,12/22/18,TRUE,2,FALSE,FR 4404288221,NA,NA,NA,NA,NA,0,835,11/23/20 00:00,
2459,1,3/28/20,1,NA,NA,1,835,0,NA,NA,3/28/20 00:00,1,351,12/22/18,0,NA,NA,NA,FR 4404288375,12/22/18,TRUE,2,FALSE,FR 4404288221,NA,NA,NA,NA,NA,0,NA,NA,NA
2567,1,6/11/20,1,13,NA,1,838,0,NA,NA,6/11/20 00:00,1,352,12/24/18,0,NA,NA,NA,FR 4404288376,12/24/18,TRUE,2,TRUE,FR 4404288238,NA,NA,27,NA,NA,3,NA,NA,NA
2621,2,7/3/20,1,59,NA,1,838,0,NA,NA,7/3/20 00:00,1,352,12/24/18,0,NA,NA,NA,FR 4404288376,12/24/18,TRUE,2,TRUE,FR 4404288238,NA,NA,27,NA,NA,3,838,8/17/20 00:00,
2562,1,6/6/20,1,12,NA,1,841,0,NA,NA,6/6/20 00:00,1,353,1/6/19,0,NA,NA,NA,FR 4404288377,1/6/19,TRUE,2,FALSE,FR 4404288134,NA,NA,NA,NA,NA,0,841,7/27/20 00:00,
2562,1,6/6/20,1,12,NA,1,841,0,NA,NA,6/6/20 00:00,1,353,1/6/19,0,NA,NA,NA,FR 4404288377,1/6/19,TRUE,2,FALSE,FR 4404288134,NA,NA,NA,NA,NA,0,841,11/23/20 00:00,
2474,1,4/3/20,1,4,NA,1,845,0,NA,NA,4/3/20 00:00,1,354,1/14/19,0,NA,NA,NA,FR 4404288378,1/14/19,TRUE,2,FALSE,FR 4404288255,NA,NA,24,NA,NA,1,845,5/12/20 00:00,
2563,1,6/6/20,1,12,NA,1,851,0,NA,NA,6/6/20 00:00,1,356,1/31/19,0,NA,NA,NA,FR 4404288379,1/31/19,TRUE,2,FALSE,FR 4404288171,NA,NA,26,NA,NA,2,NA,NA,NA
2613,2,6/29/20,1,12,NA,1,851,0,NA,NA,6/29/20 00:00,1,356,1/31/19,0,NA,NA,NA,FR 4404288379,1/31/19,TRUE,2,FALSE,FR 4404288171,NA,NA,26,NA,NA,2,851,8/17/20 00:00,
2623,1,7/6/20,1,62,NA,1,853,0,NA,NA,7/6/20 00:00,1,357,2/4/19,0,NA,NA,NA,FR 4404288380,2/4/19,TRUE,2,FALSE,FR 4404288231,NA,NA,NA,NA,NA,0,853,8/17/20 00:00,
2565,2,6/8/20,1,4,NA,1,855,0,NA,NA,6/8/20 00:00,1,358,2/4/19,0,NA,NA,NA,FR 4404288381,2/4/19,TRUE,2,FALSE,FR 4404288120,NA,NA,NA,NA,NA,0,855,7/27/20 00:00,
2565,2,6/8/20,1,4,NA,1,855,0,NA,NA,6/8/20 00:00,1,358,2/4/19,0,NA,NA,NA,FR 4404288381,2/4/19,TRUE,2,FALSE,FR 4404288120,NA,NA,NA,NA,NA,0,855,11/23/20 00:00,
2542,1,5/18/20,1,41,NA,1,855,0,NA,NA,5/18/20 00:00,1,358,2/4/19,0,NA,NA,NA,FR 4404288381,2/4/19,TRUE,2,FALSE,FR 4404288120,NA,NA,NA,NA,NA,0,NA,NA,NA
2580,1,6/2/20,1,4,NA,1,857,0,NA,NA,6/2/20 00:00,1,359,2/8/19,0,NA,NA,NA,FR 4404288382,2/8/19,TRUE,2,FALSE,FR 4404288128,NA,NA,NA,NA,NA,0,857,7/3/20 00:00,
2580,1,6/2/20,1,4,NA,1,857,0,NA,NA,6/2/20 00:00,1,359,2/8/19,0,NA,NA,NA,FR 4404288382,2/8/19,TRUE,2,FALSE,FR 4404288128,NA,NA,NA,NA,NA,0,857,11/23/20 00:00,
2609,1,6/27/20,1,58,NA,1,861,0,NA,NA,6/27/20 00:00,1,361,2/9/19,0,NA,NA,NA,FR 4404288384,2/9/19,TRUE,2,FALSE,FR 4404288159,NA,NA,32,NA,NA,1,NA,NA,NA
