"","AniLifeNumber","avg_daily_milk","milk_span_days","birth_year","... <- NULL","short_span_flag","cohort"
"1","FR3511030992",30.05,190,2018,34.460141446206,TRUE,"2016-2018"
"2","FR3511031000",8.6,0,2018,34.460141446206,TRUE,"2016-2018"
"3","FR3511031001",35.2666666666667,122,2018,34.460141446206,TRUE,"2016-2018"
"4","FR3511031005",18.3,0,2019,34.460141446206,TRUE,"post-2019"
"5","FR3526708960",22.3363636363636,733,2015,34.460141446206,FALSE,"pre-2016"
"6","FR3527660505",17.9,244,2014,34.460141446206,TRUE,"pre-2016"
"7","FR4124295420",13.8,483,2015,34.460141446206,FALSE,"pre-2016"
"8","FR4124295424",18.84,665,2015,34.460141446206,FALSE,"pre-2016"
"9","FR4124295428",17.15,63,2015,34.460141446206,TRUE,"pre-2016"
"10","FR4401541353",9.8,0,2010,34.460141446206,TRUE,"pre-2016"
"11","FR4401541370",14.65,63,2012,34.460141446206,TRUE,"pre-2016"
"12","FR4401541379",22.275,244,2012,34.460141446206,TRUE,"pre-2016"
"13","FR4401541380",18.3,123,2012,34.460141446206,TRUE,"pre-2016"
"14","FR4401541383",33.3111111111111,600,2013,34.460141446206,FALSE,"pre-2016"
"15","FR4401541384",16.1333333333333,121,2013,34.460141446206,TRUE,"pre-2016"
"16","FR4401541386",7.8,0,2013,34.460141446206,TRUE,"pre-2016"
"17","FR4401541390",22.775,483,2013,34.460141446206,FALSE,"pre-2016"
"18","FR4401541395",24.43,600,2013,34.460141446206,FALSE,"pre-2016"
"19","FR4401541402",26.33,733,2014,34.460141446206,FALSE,"pre-2016"
"20","FR4401541403",35.525,419,2014,34.460141446206,FALSE,"pre-2016"
"21","FR4401541407",29.3727272727273,665,2014,34.460141446206,FALSE,"pre-2016"
"22","FR4401541408",9.03333333333333,123,2014,34.460141446206,TRUE,"pre-2016"
"23","FR4401541409",33.6181818181818,733,2014,34.460141446206,FALSE,"pre-2016"
"24","FR4401541411",20.3,733,2014,34.460141446206,FALSE,"pre-2016"
"25","FR4401541412",18.8666666666667,543,2014,34.460141446206,FALSE,"pre-2016"
"26","FR4401541418",25.75,733,2014,34.460141446206,FALSE,"pre-2016"
"27","FR4401541419",26.125,733,2014,34.460141446206,FALSE,"pre-2016"
"28","FR4401541422",15.6,123,2015,34.460141446206,TRUE,"pre-2016"
"29","FR4401541423",14.3714285714286,483,2015,34.460141446206,FALSE,"pre-2016"
"30","FR4401541425",16.8571428571429,483,2015,34.460141446206,FALSE,"pre-2016"
"31","FR4401541426",19.12,242,2015,34.460141446206,TRUE,"pre-2016"
"32","FR4401541428",18.7,196,2015,34.460141446206,TRUE,"pre-2016"
"33","FR4401541429",7.2,0,2015,34.460141446206,TRUE,"pre-2016"
"34","FR4401541431",32.2916666666667,733,2015,34.460141446206,FALSE,"pre-2016"
"35","FR4401541432",27.5363636363636,733,2015,34.460141446206,FALSE,"pre-2016"
"36","FR4401541434",25.2,63,2015,34.460141446206,TRUE,"pre-2016"
"37","FR4401541438",7.1,0,2015,34.460141446206,TRUE,"pre-2016"
"38","FR4401541439",23.1555555555556,600,2015,34.460141446206,FALSE,"pre-2016"
"39","FR4401541440",19.73,665,2015,34.460141446206,FALSE,"pre-2016"
"40","FR4401541441",26.9090909090909,733,2015,34.460141446206,FALSE,"pre-2016"
"41","FR4401541442",25.3454545454545,733,2015,34.460141446206,FALSE,"pre-2016"
"42","FR4401541443",17.7,420,2015,34.460141446206,FALSE,"pre-2016"
"43","FR4401541444",18.0666666666667,305,2016,34.460141446206,FALSE,"2016-2018"
"44","FR4401541445",30.29,600,2016,34.460141446206,FALSE,"2016-2018"
"45","FR4401541446",26.4909090909091,733,2016,34.460141446206,FALSE,"2016-2018"
"46","FR4401541447",25.9416666666667,733,2016,34.460141446206,FALSE,"2016-2018"
"47","FR4401541449",12.0666666666667,123,2016,34.460141446206,TRUE,"2016-2018"
"48","FR4401541450",34.0285714285714,419,2016,34.460141446206,FALSE,"2016-2018"
"49","FR4401541452",26.1571428571429,483,2016,34.460141446206,FALSE,"2016-2018"
"50","FR4401541453",25.3,0,2016,34.460141446206,TRUE,"2016-2018"
"51","FR4401541454",30.0333333333333,733,2016,34.460141446206,FALSE,"2016-2018"
"52","FR4401541456",26.8363636363636,733,2016,34.460141446206,FALSE,"2016-2018"
"53","FR4401541457",23.27,600,2016,34.460141446206,FALSE,"2016-2018"
"54","FR4401541459",19.3272727272727,733,2016,34.460141446206,FALSE,"2016-2018"
"55","FR4401541460",15.6,133,2016,34.460141446206,TRUE,"2016-2018"
"56","FR4401541462",23.65,733,2016,34.460141446206,FALSE,"2016-2018"
"57","FR4401541463",18.375,600,2016,34.460141446206,FALSE,"2016-2018"
"58","FR4401541464",20.81,602,2016,34.460141446206,FALSE,"2016-2018"
"59","FR4401541465",14.3,0,2016,34.460141446206,TRUE,"2016-2018"
"60","FR4401541466",24.1090909090909,670,2016,34.460141446206,FALSE,"2016-2018"
"61","FR4401541467",23.95,733,2016,34.460141446206,FALSE,"2016-2018"
"62","FR4401541469",22.9571428571429,365,2017,34.460141446206,FALSE,"2016-2018"
"63","FR4401541471",28.01,733,2017,34.460141446206,FALSE,"2016-2018"
"64","FR4401541472",27.7,733,2017,34.460141446206,FALSE,"2016-2018"
"65","FR4401541473",24.9272727272727,670,2017,34.460141446206,FALSE,"2016-2018"
"66","FR4401541474",31.3416666666667,733,2017,34.460141446206,FALSE,"2016-2018"
"67","FR4401541476",20.5,670,2017,34.460141446206,FALSE,"2016-2018"
"68","FR4401541477",30.7272727272727,670,2017,34.460141446206,FALSE,"2016-2018"
"69","FR4401541478",18.72,242,2017,34.460141446206,TRUE,"2016-2018"
"70","FR4401541480",26.05,489,2017,34.460141446206,FALSE,"2016-2018"
"71","FR4401541481",25.1909090909091,670,2017,34.460141446206,FALSE,"2016-2018"
"72","FR4401541482",18.1166666666667,314,2017,34.460141446206,FALSE,"2016-2018"
"73","FR4401541483",20.725,477,2017,34.460141446206,FALSE,"2016-2018"
"74","FR4401541484",28.4,537,2017,34.460141446206,FALSE,"2016-2018"
"75","FR4401541485",32.94,610,2017,34.460141446206,FALSE,"2016-2018"
"76","FR4401541486",16.6,109,2017,34.460141446206,TRUE,"2016-2018"
"77","FR4401541489",20.2,610,2017,34.460141446206,FALSE,"2016-2018"
"78","FR4401541492",29.8,733,2017,34.460141446206,FALSE,"2016-2018"
"79","FR4401541493",31.68,610,2017,34.460141446206,FALSE,"2016-2018"
"80","FR4401541494",25.9333333333333,602,2017,34.460141446206,FALSE,"2016-2018"
"81","FR4401541495",20.6333333333333,537,2017,34.460141446206,FALSE,"2016-2018"
"82","FR4401541496",18.18,250,2017,34.460141446206,TRUE,"2016-2018"
"83","FR4401541497",22.6111111111111,477,2017,34.460141446206,FALSE,"2016-2018"
"84","FR4401541498",22.6666666666667,428,2017,34.460141446206,FALSE,"2016-2018"
"85","FR4401541499",18.3777777777778,489,2017,34.460141446206,FALSE,"2016-2018"
"86","FR4401541500",14.1285714285714,347,2017,34.460141446206,FALSE,"2016-2018"
"87","FR4401541501",19.47,537,2017,34.460141446206,FALSE,"2016-2018"
"88","FR4401541502",18.6727272727273,733,2017,34.460141446206,FALSE,"2016-2018"
"89","FR4401541503",15.08,239,2018,34.460141446206,TRUE,"2016-2018"
"90","FR4401541504",24.7666666666667,537,2018,34.460141446206,FALSE,"2016-2018"
"91","FR4401541505",17.3,64,2018,34.460141446206,TRUE,"2016-2018"
"92","FR4401541506",26.61,610,2018,34.460141446206,FALSE,"2016-2018"
"93","FR4401541508",21.0285714285714,421,2018,34.460141446206,FALSE,"2016-2018"
"94","FR4401541510",32.2142857142857,428,2018,34.460141446206,FALSE,"2016-2018"
"95","FR4401541511",18.8166666666667,733,2018,34.460141446206,FALSE,"2016-2018"
"96","FR4401541512",28.625,489,2018,34.460141446206,FALSE,"2016-2018"
"97","FR4401541513",18.5714285714286,489,2018,34.460141446206,FALSE,"2016-2018"
"98","FR4401541514",19.7,250,2018,34.460141446206,TRUE,"2016-2018"
"99","FR4401541515",26.5111111111111,537,2018,34.460141446206,FALSE,"2016-2018"
"100","FR4401541516",34.0375,489,2018,34.460141446206,FALSE,"2016-2018"
"101","FR4401541517",15.08,295,2018,34.460141446206,TRUE,"2016-2018"
"102","FR4401541518",37.0666666666667,368,2018,34.460141446206,FALSE,"2016-2018"
"103","FR4401541519",20.28,314,2018,34.460141446206,FALSE,"2016-2018"
"104","FR4401541521",17.15,190,2018,34.460141446206,TRUE,"2016-2018"
"105","FR4401541522",22.7333333333333,428,2018,34.460141446206,FALSE,"2016-2018"
"106","FR4401541524",13.5666666666667,117,2018,34.460141446206,TRUE,"2016-2018"
"107","FR4401541525",27.0142857142857,368,2018,34.460141446206,FALSE,"2016-2018"
"108","FR4401541526",21.45,368,2018,34.460141446206,FALSE,"2016-2018"
"109","FR4401541527",28.2666666666667,428,2018,34.460141446206,FALSE,"2016-2018"
"110","FR4401541528",24.2142857142857,428,2018,34.460141446206,FALSE,"2016-2018"
"111","FR4401541529",28.1625,537,2018,34.460141446206,FALSE,"2016-2018"
"112","FR4401541530",23.8875,489,2018,34.460141446206,FALSE,"2016-2018"
"113","FR4401541532",21.58,246,2018,34.460141446206,TRUE,"2016-2018"
"114","FR4401541534",26.7,190,2018,34.460141446206,TRUE,"2016-2018"
"115","FR4401541535",22.0666666666667,133,2018,34.460141446206,TRUE,"2016-2018"
"116","FR4401541536",27.1,68,2018,34.460141446206,TRUE,"2016-2018"
"117","FR4401541537",32.08,250,2018,34.460141446206,TRUE,"2016-2018"
"118","FR4401541538",30,0,2018,34.460141446206,TRUE,"2016-2018"
"119","FR4401541539",26.6666666666667,133,2018,34.460141446206,TRUE,"2016-2018"
"120","FR4401541540",21.2,133,2018,34.460141446206,TRUE,"2016-2018"
"121","FR4401541541",29.025,190,2018,34.460141446206,TRUE,"2016-2018"
"122","FR4401541542",25.46,250,2018,34.460141446206,TRUE,"2016-2018"
"123","FR4401541544",30.7,190,2018,34.460141446206,TRUE,"2016-2018"
"124","FR4401541545",28.725,190,2018,34.460141446206,TRUE,"2016-2018"
"125","FR4401541546",20,250,2019,34.460141446206,TRUE,"post-2019"
"126","FR4401541547",25.0666666666667,133,2019,34.460141446206,TRUE,"post-2019"
"127","FR4401541548",22.075,190,2019,34.460141446206,TRUE,"post-2019"
"128","FR4401541550",27.02,250,2019,34.460141446206,TRUE,"post-2019"
"129","FR4401541551",31.3,190,2019,34.460141446206,TRUE,"post-2019"
"130","FR4401541552",5.1,0,2019,34.460141446206,TRUE,"post-2019"
"131","FR4401541554",21.8666666666667,133,2019,34.460141446206,TRUE,"post-2019"
"132","FR4401541556",19.75,68,2019,34.460141446206,TRUE,"post-2019"
"133","FR4401541558",32.45,68,2019,34.460141446206,TRUE,"post-2019"
"134","FR4401541559",16.1,68,2019,34.460141446206,TRUE,"post-2019"
"135","FR4401541561",29.9,0,2019,34.460141446206,TRUE,"post-2019"
"136","FR4401541576",25,0,2019,34.460141446206,TRUE,"post-2019"
"137","FR4401543949",27.75,190,2019,34.460141446206,TRUE,"post-2019"
"138","FR4401550303",25.075,733,2011,34.460141446206,FALSE,"pre-2016"
"139","FR4401550359",14.7333333333333,121,2012,34.460141446206,TRUE,"pre-2016"
"140","FR4401550420",15.7,196,2013,34.460141446206,TRUE,"pre-2016"
"141","FR4401550435",24.3,733,2014,34.460141446206,FALSE,"pre-2016"
"142","FR4401550437",17.18,244,2014,34.460141446206,TRUE,"pre-2016"
"143","FR4401550441",13.8333333333333,123,2014,34.460141446206,TRUE,"pre-2016"
"144","FR4401550455",5.8,0,2014,34.460141446206,TRUE,"pre-2016"
"145","FR4401550467",16.8333333333333,600,2015,34.460141446206,FALSE,"pre-2016"
"146","FR4401550508",12.2428571428571,483,2016,34.460141446206,FALSE,"2016-2018"
"147","FR4401550518",23.2090909090909,665,2016,34.460141446206,FALSE,"2016-2018"
"148","FR4401550521",19.35,600,2016,34.460141446206,FALSE,"2016-2018"
"149","FR4401550528",17.1363636363636,733,2016,34.460141446206,FALSE,"2016-2018"
"150","FR4401550537",16.4857142857143,419,2017,34.460141446206,FALSE,"2016-2018"
"151","FR4401550538",18.9666666666667,610,2017,34.460141446206,FALSE,"2016-2018"
"152","FR4401550541",14.38,242,2017,34.460141446206,TRUE,"2016-2018"
"153","FR4401550544",17.6571428571429,360,2017,34.460141446206,FALSE,"2016-2018"
"154","FR4401572218",33.957,1560,2016,34.460141446206,FALSE,"2016-2018"
"155","FR4401572219",37.528530588908,2127,2016,34.460141446206,FALSE,"2016-2018"
"156","FR4401572222",34.715985915493,1711,2016,34.460141446206,FALSE,"2016-2018"
"157","FR4401572223",30.8508532423208,1659,2016,34.460141446206,FALSE,"2016-2018"
"158","FR44042808550",41.2362637362637,181,2022,34.460141446206,TRUE,"post-2019"
"159","FR44042808552",33.0732919254658,160,2022,34.460141446206,TRUE,"post-2019"
"160","FR44042808553",38.6839285714286,167,2022,34.460141446206,TRUE,"post-2019"
"161","FR44042808554",35.5901162790698,171,2022,34.460141446206,TRUE,"post-2019"
"162","FR44042808555",34.6354838709677,185,2022,34.460141446206,TRUE,"post-2019"
"163","FR44042808556",43.2784810126582,78,2022,34.460141446206,TRUE,"post-2019"
"164","FR44042808558",27.6823529411765,50,2022,34.460141446206,TRUE,"post-2019"
"165","FR44042808559",3.7,0,2022,34.460141446206,TRUE,"post-2019"
"166","FR44042808560",30.5150537634409,185,2022,34.460141446206,TRUE,"post-2019"
"167","FR44042808561",44.4946808510638,95,2022,34.460141446206,TRUE,"post-2019"
"168","FR44042808562",38.985046728972,106,2022,34.460141446206,TRUE,"post-2019"
"169","FR44042808564",27.5384615384615,127,2022,34.460141446206,TRUE,"post-2019"
"170","FR44042808565",33.365,39,2022,34.460141446206,TRUE,"post-2019"
"171","FR44042808566",35.4875,103,2022,34.460141446206,TRUE,"post-2019"
"172","FR44042808567",28.7121621621622,73,2022,34.460141446206,TRUE,"post-2019"
"173","FR44042808568",8.1625,16,2022,34.460141446206,TRUE,"post-2019"
"174","FR44042808569",34.8857142857143,118,2022,34.460141446206,TRUE,"post-2019"
"175","FR44042808570",34.5428571428571,76,2022,34.460141446206,TRUE,"post-2019"
"176","FR44042808571",30.155223880597,66,2022,34.460141446206,TRUE,"post-2019"
"177","FR4404281081",38.3833333333333,5,2011,34.460141446206,TRUE,"pre-2016"
"178","FR4404283104",32.5109677419355,1444,2018,34.460141446206,FALSE,"2016-2018"
"179","FR4404283159",31.7755033557047,293,2018,34.460141446206,TRUE,"2016-2018"
"180","FR4404288019",37.6118803418803,1344,2008,34.460141446206,FALSE,"pre-2016"
"181","FR4404288028",24.7682445759369,1192,2009,34.460141446206,FALSE,"pre-2016"
"182","FR4404288029",23.5974238875878,424,2009,34.460141446206,FALSE,"pre-2016"
"183","FR4404288040",27.5108695652174,45,2009,34.460141446206,TRUE,"pre-2016"
"184","FR4404288045",22.145,201,2009,34.460141446206,TRUE,"pre-2016"
"185","FR4404288050",36.1088,519,2010,34.460141446206,FALSE,"pre-2016"
"186","FR4404288063",33.5513888888889,143,2010,34.460141446206,TRUE,"pre-2016"
"187","FR4404288068",31.3760975609756,406,2010,34.460141446206,FALSE,"pre-2016"
"188","FR4404288069",28.3593442622951,790,2010,34.460141446206,FALSE,"pre-2016"
"189","FR4404288073",34.9506329113924,78,2011,34.460141446206,TRUE,"pre-2016"
"190","FR4404288075",33.7913274336283,1237,2011,34.460141446206,FALSE,"pre-2016"
"191","FR4404288079",29.4990740740741,369,2011,34.460141446206,FALSE,"pre-2016"
"192","FR4404288080",33.0035087719298,1310,2011,34.460141446206,FALSE,"pre-2016"
"193","FR4404288081",33.8601351351351,441,2011,34.460141446206,FALSE,"pre-2016"
"194","FR4404288082",24.0429090909091,274,2011,34.460141446206,TRUE,"pre-2016"
"195","FR4404288083",25.7152103559871,311,2011,34.460141446206,FALSE,"pre-2016"
"196","FR4404288088",33.8457236842105,1040,2011,34.460141446206,FALSE,"pre-2016"
"197","FR4404288094",31.7359249329759,468,2011,34.460141446206,FALSE,"pre-2016"
"198","FR4404288097",27.8994436717663,795,2012,34.460141446206,FALSE,"pre-2016"
"199","FR4404288098",34.9379346133887,2225,2012,34.460141446206,FALSE,"pre-2016"
"200","FR4404288100",32.1791366906475,1217,2012,34.460141446206,FALSE,"pre-2016"
"201","FR4404288101",33.2736569579288,1866,2012,34.460141446206,FALSE,"pre-2016"
"202","FR4404288102",31.0524672708963,1141,2012,34.460141446206,FALSE,"pre-2016"
"203","FR4404288105",36.4944134078212,707,2012,34.460141446206,FALSE,"pre-2016"
"204","FR4404288106",22.6412280701754,113,2012,34.460141446206,TRUE,"pre-2016"
"205","FR4404288109",27.2602150537634,332,2012,34.460141446206,FALSE,"pre-2016"
"206","FR4404288110",25.5577287066246,316,2012,34.460141446206,FALSE,"pre-2016"
"207","FR4404288111",32.504215851602,688,2012,34.460141446206,FALSE,"pre-2016"
"208","FR4404288112",29.0799342105263,407,2012,34.460141446206,FALSE,"pre-2016"
"209","FR4404288115",28.7175490196078,1157,2012,34.460141446206,FALSE,"pre-2016"
"210","FR4404288116",29.821568627451,358,2012,34.460141446206,FALSE,"pre-2016"
"211","FR4404288120",40.7910602910603,1141,2012,34.460141446206,FALSE,"pre-2016"
"212","FR4404288121",33.1790251107829,774,2012,34.460141446206,FALSE,"pre-2016"
"213","FR4404288122",23.4493710691824,317,2012,34.460141446206,FALSE,"pre-2016"
"214","FR4404288126",30.8272727272727,252,2012,34.460141446206,TRUE,"pre-2016"
"215","FR4404288127",28.4553054662379,310,2012,34.460141446206,FALSE,"pre-2016"
"216","FR4404288128",31.744682230869,1929,2013,34.460141446206,FALSE,"pre-2016"
"217","FR4404288129",17.6661016949153,176,2013,34.460141446206,TRUE,"pre-2016"
"218","FR4404288130",28.420564516129,562,2013,34.460141446206,FALSE,"pre-2016"
"219","FR4404288131",24.9908045977011,464,2013,34.460141446206,FALSE,"pre-2016"
"220","FR4404288132",32.5018060836502,1141,2013,34.460141446206,FALSE,"pre-2016"
"221","FR4404288133",30.5143529411765,1014,2013,34.460141446206,FALSE,"pre-2016"
"222","FR4404288134",33.6971970321517,1350,2013,34.460141446206,FALSE,"pre-2016"
"223","FR4404288136",31.8494356659142,1758,2013,34.460141446206,FALSE,"pre-2016"
"224","FR4404288137",31.1312676056338,799,2013,34.460141446206,FALSE,"pre-2016"
"225","FR4404288138",28.6173626373626,451,2013,34.460141446206,FALSE,"pre-2016"
"226","FR4404288139",31.0644060830251,2893,2013,34.460141446206,FALSE,"pre-2016"
"227","FR4404288140",35.24128,2295,2013,34.460141446206,FALSE,"pre-2016"
"228","FR4404288141",34.0572305593452,1759,2013,34.460141446206,FALSE,"pre-2016"
"229","FR4404288142",24.0672376873662,631,2013,34.460141446206,FALSE,"pre-2016"
"230","FR4404288143",25.2180473372781,337,2013,34.460141446206,FALSE,"pre-2016"
"231","FR4404288145",31.398917162967,2218,2013,34.460141446206,FALSE,"pre-2016"
"232","FR4404288146",29.5588028169014,675,2013,34.460141446206,FALSE,"pre-2016"
"233","FR4404288149",30.7752232142857,1006,2014,34.460141446206,FALSE,"pre-2016"
"234","FR4404288150",31.0343071161049,1429,2014,34.460141446206,FALSE,"pre-2016"
"235","FR4404288151",29.9037096774193,1428,2014,34.460141446206,FALSE,"pre-2016"
"236","FR4404288153",21.6565217391304,114,2014,34.460141446206,TRUE,"pre-2016"
"237","FR4404288154",33.8077651515151,1237,2014,34.460141446206,FALSE,"pre-2016"
"238","FR4404288155",30.0951627906977,1302,2014,34.460141446206,FALSE,"pre-2016"
"239","FR4404288156",30.2742382271468,766,2014,34.460141446206,FALSE,"pre-2016"
"240","FR4404288157",27.481227863046,938,2014,34.460141446206,FALSE,"pre-2016"
"241","FR4404288158",31.7151020408163,840,2014,34.460141446206,FALSE,"pre-2016"
"242","FR4404288159",29.9713939393939,948,2014,34.460141446206,FALSE,"pre-2016"
"243","FR4404288161",30.4539903264813,1904,2014,34.460141446206,FALSE,"pre-2016"
"244","FR4404288162",30.9978075517661,863,2014,34.460141446206,FALSE,"pre-2016"
"245","FR4404288163",29.0573878627968,793,2014,34.460141446206,FALSE,"pre-2016"
"246","FR4404288164",33.1905483028721,2242,2014,34.460141446206,FALSE,"pre-2016"
"247","FR4404288165",27.1099496221663,780,2014,34.460141446206,FALSE,"pre-2016"
"248","FR4404288167",36.8672393364929,1892,2014,34.460141446206,FALSE,"pre-2016"
"249","FR4404288168",35.6595029239766,720,2014,34.460141446206,FALSE,"pre-2016"
"250","FR4404288169",32.6630937880633,853,2014,34.460141446206,FALSE,"pre-2016"
"251","FR4404288170",23.5166666666667,11,2014,34.460141446206,TRUE,"pre-2016"
"252","FR4404288171",31.6721637426901,2003,2014,34.460141446206,FALSE,"pre-2016"
"253","FR4404288172",27.912962962963,107,2014,34.460141446206,TRUE,"pre-2016"
"254","FR4404288174",31.3893977415307,1779,2014,34.460141446206,FALSE,"pre-2016"
"255","FR4404288175",32.260333127699,1811,2014,34.460141446206,FALSE,"pre-2016"
"256","FR4404288176",30.7587837837838,302,2014,34.460141446206,TRUE,"pre-2016"
"257","FR4404288177",38.2366478728857,2299,2014,34.460141446206,FALSE,"pre-2016"
"258","FR4404288178",29.7772468714448,979,2014,34.460141446206,FALSE,"pre-2016"
"259","FR4404288180",38.0895390070922,2808,2014,34.460141446206,FALSE,"pre-2016"
"260","FR4404288181",21.7153846153846,51,2014,34.460141446206,TRUE,"pre-2016"
"261","FR4404288182",25.4625,23,2014,34.460141446206,TRUE,"pre-2016"
"262","FR4404288183",17.7626865671642,266,2014,34.460141446206,TRUE,"pre-2016"
"263","FR4404288184",28.8431818181818,43,2014,34.460141446206,TRUE,"pre-2016"
"264","FR4404288185",31.1789406236651,2648,2014,34.460141446206,FALSE,"pre-2016"
"265","FR4404288186",26.3333333333333,26,2014,34.460141446206,TRUE,"pre-2016"
"266","FR4404288187",22.3863636363636,22,2014,34.460141446206,TRUE,"pre-2016"
"267","FR4404288188",27.5152671755725,1110,2014,34.460141446206,FALSE,"pre-2016"
"268","FR4404288190",23.6260223048327,600,2015,34.460141446206,FALSE,"pre-2016"
"269","FR4404288191",17.8277777777778,17,2015,34.460141446206,TRUE,"pre-2016"
"270","FR4404288192",34.7266666666667,563,2015,34.460141446206,FALSE,"pre-2016"
"271","FR4404288193",32.7331672597865,1580,2015,34.460141446206,FALSE,"pre-2016"
"272","FR4404288194",35.8968426501035,2311,2015,34.460141446206,FALSE,"pre-2016"
"273","FR4404288195",32.2478901881037,2294,2015,34.460141446206,FALSE,"pre-2016"
"274","FR4404288197",31.2457516339869,1144,2015,34.460141446206,FALSE,"pre-2016"
"275","FR4404288198",30.0876160990712,1851,2015,34.460141446206,FALSE,"pre-2016"
"276","FR4404288199",24.7295843520782,457,2015,34.460141446206,FALSE,"pre-2016"
"277","FR4404288200",26.3043235704324,769,2015,34.460141446206,FALSE,"pre-2016"
"278","FR4404288201",26.1420689655172,282,2015,34.460141446206,TRUE,"pre-2016"
"279","FR4404288202",32.7714508580343,1471,2015,34.460141446206,FALSE,"pre-2016"
"280","FR4404288203",33.6101706036745,1693,2015,34.460141446206,FALSE,"pre-2016"
"281","FR4404288204",26.509756097561,426,2015,34.460141446206,FALSE,"pre-2016"
"282","FR4404288205",24.8424671385238,1269,2015,34.460141446206,FALSE,"pre-2016"
"283","FR4404288206",25.1686403508772,460,2015,34.460141446206,FALSE,"pre-2016"
"284","FR4404288207",31.7595744680851,748,2015,34.460141446206,FALSE,"pre-2016"
"285","FR4404288208",26.790523465704,1216,2015,34.460141446206,FALSE,"pre-2016"
"286","FR4404288210",38.4933333333333,1952,2015,34.460141446206,FALSE,"pre-2016"
"287","FR4404288211",31.6470779220779,1355,2015,34.460141446206,FALSE,"pre-2016"
"288","FR4404288212",34.4527974783294,1588,2015,34.460141446206,FALSE,"pre-2016"
"289","FR4404288213",28.1293055555556,820,2015,34.460141446206,FALSE,"pre-2016"
"290","FR4404288214",32.1359073359073,1184,2015,34.460141446206,FALSE,"pre-2016"
